source_name,MJD,mag,mag_err,RA,DEC
161742.53+322234.4,54640.34079,15.53,0.06,244.42712,32.37633
161742.53+322234.4,54640.34735,15.52,0.06,244.42713,32.37627
161742.53+322234.4,54531.43603,15.48,0.06,244.42712,32.37626
161742.53+322234.4,54531.44511,15.46,0.06,244.42715,32.37625
161742.53+322234.4,54531.45418,15.5,0.06,244.42714,32.37626
161742.53+322234.4,54531.46322,15.48,0.06,244.42715,32.37627
161742.53+322234.4,54548.43854,15.48,0.06,244.42718,32.37626
161742.53+322234.4,54548.44526,15.51,0.06,244.42711,32.3763
161742.53+322234.4,54548.45196,15.49,0.06,244.42718,32.37626
161742.53+322234.4,54548.45875,15.5,0.06,244.4271,32.37623
161742.53+322234.4,54589.40185,15.45,0.06,244.42715,32.37624
161742.53+322234.4,54589.40622,15.53,0.06,244.4272,32.3762
161742.53+322234.4,54589.41063,15.5,0.06,244.42721,32.37617
161742.53+322234.4,54589.41502,15.5,0.06,244.42719,32.3762
161742.53+322234.4,54596.27277,15.48,0.06,244.42716,32.37631
161742.53+322234.4,54596.28041,15.46,0.06,244.42714,32.37626
161742.53+322234.4,54596.28811,15.5,0.06,244.42711,32.37627
161742.53+322234.4,54596.29582,15.48,0.06,244.42718,32.37622
161742.53+322234.4,54746.10971,15.46,0.06,244.42723,32.37625
161742.53+322234.4,54746.11452,15.47,0.06,244.4272,32.37622
161742.53+322234.4,54746.11939,15.44,0.06,244.42717,32.3763
161742.53+322234.4,54746.12418,15.47,0.06,244.42716,32.37625
161742.53+322234.4,54942.32681,15.41,0.06,244.42719,32.37626
161742.53+322234.4,54942.33233,15.42,0.06,244.42713,32.37629
161742.53+322234.4,54942.33783,15.39,0.06,244.42715,32.37628
161742.53+322234.4,54942.34324,15.41,0.06,244.42713,32.37624
161742.53+322234.4,55045.23661,15.45,0.07,244.42709,32.37615
161742.53+322234.4,55045.24202,15.41,0.07,244.42704,32.37622
161742.53+322234.4,55045.24746,15.49,0.07,244.42712,32.37619
161742.53+322234.4,55045.25289,15.42,0.07,244.42704,32.37611
161742.53+322234.4,54875.50334,15.46,0.06,244.42721,32.37625
161742.53+322234.4,54875.50877,15.46,0.06,244.42718,32.37628
161742.53+322234.4,54875.51417,15.47,0.06,244.42713,32.37629
161742.53+322234.4,54875.51954,15.43,0.06,244.42714,32.37629
161742.53+322234.4,54890.47357,15.48,0.06,244.42717,32.37624
161742.53+322234.4,54890.47961,15.51,0.07,244.42722,32.37617
161742.53+322234.4,54890.48565,15.47,0.06,244.42718,32.37628
161742.53+322234.4,54890.49176,15.44,0.06,244.42719,32.37626
161742.53+322234.4,54997.35057,15.42,0.06,244.42714,32.37627
161742.53+322234.4,54997.35656,15.44,0.06,244.42714,32.37625
161742.53+322234.4,54997.36267,15.43,0.06,244.42714,32.37626
161742.53+322234.4,54997.36858,15.44,0.06,244.42712,32.37627
161742.53+322234.4,54912.40072,15.46,0.06,244.42715,32.37625
161742.53+322234.4,54912.40558,15.51,0.07,244.42719,32.37613
161742.53+322234.4,54920.37543,15.39,0.06,244.42711,32.37627
161742.53+322234.4,54920.38334,15.57,0.06,244.42699,32.37628
161742.53+322234.4,54920.39129,15.41,0.06,244.42713,32.37626
161742.53+322234.4,54920.39922,15.42,0.06,244.42716,32.3762
161742.53+322234.4,54953.43161,15.43,0.06,244.42715,32.37624
161742.53+322234.4,54953.43881,15.43,0.06,244.42711,32.37626
161742.53+322234.4,54953.44611,15.46,0.06,244.42715,32.37627
161742.53+322234.4,54953.45336,15.45,0.06,244.42719,32.37618
161742.53+322234.4,54966.4508,15.44,0.06,244.4271,32.37626
161742.53+322234.4,54966.45859,15.39,0.06,244.42718,32.37624
161742.53+322234.4,54966.46654,15.42,0.06,244.42712,32.37628
161742.53+322234.4,54966.47446,15.41,0.06,244.42715,32.37626
161742.53+322234.4,54979.32227,15.41,0.06,244.42714,32.37623
161742.53+322234.4,54979.32963,15.43,0.06,244.4271,32.37627
161742.53+322234.4,54979.33688,15.48,0.06,244.42716,32.37617
161742.53+322234.4,54979.34416,15.42,0.06,244.42713,32.37626
161742.53+322234.4,55095.14818,15.42,0.06,244.42713,32.37626
161742.53+322234.4,55095.15371,15.49,0.06,244.4272,32.37617
161742.53+322234.4,55095.15915,15.44,0.06,244.42716,32.37621
161742.53+322234.4,55095.16462,15.45,0.06,244.4271,32.37623
161742.53+322234.4,55102.09539,15.49,0.07,244.42713,32.37629
161742.53+322234.4,55102.09935,15.45,0.07,244.42717,32.37621
161742.53+322234.4,55102.10331,15.51,0.07,244.42715,32.37623
161742.53+322234.4,55102.10729,15.51,0.07,244.42718,32.37616
161742.53+322234.4,55299.3757,15.36,0.06,244.42713,32.37623
161742.53+322234.4,55299.38265,15.37,0.06,244.4271,32.37626
161742.53+322234.4,55299.38964,15.36,0.06,244.42712,32.37623
161742.53+322234.4,55299.39659,15.38,0.06,244.42711,32.37624
161742.53+322234.4,55352.30841,15.41,0.06,244.42716,32.37618
161742.53+322234.4,55352.3166,15.37,0.06,244.42713,32.37624
161742.53+322234.4,55352.32477,15.37,0.06,244.42716,32.37616
161742.53+322234.4,55352.33295,15.37,0.06,244.42713,32.37625
161742.53+322234.4,55365.32358,15.39,0.06,244.42713,32.37624
161742.53+322234.4,55365.32888,15.37,0.06,244.42713,32.37623
161742.53+322234.4,55365.33421,15.36,0.06,244.42714,32.37617
161742.53+322234.4,55365.33946,15.36,0.06,244.42715,32.37618
161742.53+322234.4,55271.42947,15.33,0.06,244.42714,32.37623
161742.53+322234.4,55271.43698,15.36,0.06,244.42714,32.37623
161742.53+322234.4,55271.44448,15.34,0.06,244.42712,32.37628
161742.53+322234.4,55271.45204,15.36,0.06,244.42713,32.37626
161742.53+322234.4,55280.40638,15.35,0.06,244.42716,32.37624
161742.53+322234.4,55280.41323,15.37,0.06,244.42714,32.37623
161742.53+322234.4,55280.42012,15.35,0.06,244.42713,32.37622
161742.53+322234.4,55280.42706,15.34,0.06,244.42715,32.37623
161742.53+322234.4,55320.27712,15.37,0.06,244.42714,32.37626
161742.53+322234.4,55320.2829,15.38,0.06,244.4271,32.37626
161742.53+322234.4,55320.28867,15.37,0.06,244.42715,32.37626
161742.53+322234.4,55320.29449,15.35,0.06,244.42712,32.37623
161742.53+322234.4,55320.30033,15.37,0.06,244.42715,32.37626
161742.53+322234.4,55328.4025,15.38,0.06,244.42711,32.37624
161742.53+322234.4,55328.40883,15.38,0.06,244.4272,32.37621
161742.53+322234.4,55328.41522,15.35,0.06,244.42714,32.37623
161742.53+322234.4,55328.42162,15.39,0.06,244.42716,32.37621
161742.53+322234.4,55341.34843,15.38,0.06,244.42712,32.37624
161742.53+322234.4,55341.35418,15.4,0.06,244.42709,32.37623
161742.53+322234.4,55341.35996,15.38,0.06,244.42711,32.37621
161742.53+322234.4,55341.3657,15.41,0.06,244.42712,32.37624
161742.53+322234.4,55455.14927,15.45,0.06,244.42722,32.37621
161742.53+322234.4,55455.16503,15.43,0.06,244.42712,32.37621
161742.53+322234.4,55455.17241,15.46,0.06,244.42716,32.3762
161742.53+322234.4,55659.42781,15.35,0.06,244.42714,32.37626
161742.53+322234.4,55659.43297,15.36,0.06,244.42712,32.3763
161742.53+322234.4,55659.43819,15.32,0.06,244.42714,32.37623
161742.53+322234.4,55659.44334,15.32,0.06,244.42713,32.37622
161742.53+322234.4,55677.30437,15.36,0.06,244.42716,32.37622
161742.53+322234.4,55677.31136,15.38,0.06,244.42714,32.37623
161742.53+322234.4,55677.31829,15.4,0.06,244.42714,32.37627
161742.53+322234.4,55677.32527,15.33,0.06,244.42714,32.37618
161742.53+322234.4,55714.32058,15.34,0.06,244.42716,32.37624
161742.53+322234.4,55714.32509,15.33,0.06,244.42713,32.37625
161742.53+322234.4,55714.3296,15.33,0.06,244.42716,32.37623
161742.53+322234.4,55714.3341,15.31,0.06,244.42717,32.37627
161742.53+322234.4,55720.33535,15.33,0.06,244.42712,32.37625
161742.53+322234.4,55720.34115,15.34,0.06,244.42718,32.37623
161742.53+322234.4,55720.347,15.33,0.06,244.42713,32.37629
161742.53+322234.4,55720.35274,15.35,0.06,244.42712,32.37627
161742.53+322234.4,55628.44047,15.41,0.06,244.42719,32.37623
161742.53+322234.4,55628.44559,15.39,0.06,244.42717,32.3763
161742.53+322234.4,55628.45076,15.37,0.06,244.42716,32.37624
161742.53+322234.4,55628.45591,15.37,0.06,244.42717,32.37627
161742.53+322234.4,55648.38698,15.36,0.06,244.42713,32.37623
161742.53+322234.4,55648.39553,15.36,0.06,244.42714,32.37624
161742.53+322234.4,55648.40415,15.36,0.06,244.42716,32.37623
161742.53+322234.4,55648.41279,15.38,0.06,244.42715,32.37625
161742.53+322234.4,55688.34903,15.4,0.06,244.42718,32.37621
161742.53+322234.4,55688.35423,15.37,0.06,244.42713,32.37626
161742.53+322234.4,55688.35948,15.37,0.06,244.42713,32.37624
161742.53+322234.4,55688.36469,15.36,0.06,244.42713,32.37629
161742.53+322234.4,55701.41543,15.39,0.06,244.42713,32.37627
161742.53+322234.4,55701.42222,15.35,0.06,244.4271,32.37624
161742.53+322234.4,55701.42904,15.38,0.06,244.42713,32.37622
161742.53+322234.4,55701.43587,15.42,0.06,244.42711,32.37631
161742.53+322234.4,54912.42129,15.4,0.06,244.42715,32.37625
161742.53+322234.4,54912.4261,15.44,0.06,244.42715,32.37629
161742.53+322234.4,54912.43112,15.47,0.06,244.42713,32.37631
161742.53+322234.4,54912.43594,15.34,0.08,244.42711,32.37623
161742.53+322234.4,55830.13045,15.28,0.06,244.42722,32.37626
161742.53+322234.4,55830.13857,15.29,0.06,244.42719,32.37623
161742.53+322234.4,55830.14594,15.3,0.06,244.42725,32.37622
161742.53+322234.4,55830.15335,15.3,0.06,244.4272,32.37624
161742.53+322234.4,56019.44721,15.35,0.06,244.42717,32.37625
161742.53+322234.4,56019.45608,15.32,0.06,244.4272,32.37627
161742.53+322234.4,56019.46511,15.34,0.06,244.42716,32.37619
161742.53+322234.4,56019.47419,15.35,0.06,244.42719,32.37624
161742.53+322234.4,56039.4357,15.35,0.06,244.42719,32.37624
161742.53+322234.4,56039.44191,15.35,0.06,244.42719,32.37618
161742.53+322234.4,56039.44811,15.36,0.06,244.4272,32.37622
161742.53+322234.4,56039.4543,15.35,0.06,244.42719,32.37623
161742.53+322234.4,56046.38124,15.36,0.06,244.42717,32.37624
161742.53+322234.4,56046.38813,15.36,0.06,244.42715,32.37624
161742.53+322234.4,56046.39501,15.34,0.06,244.4272,32.37623
161742.53+322234.4,56046.40177,15.35,0.06,244.42715,32.37629
161742.53+322234.4,56063.37637,15.35,0.06,244.42721,32.37622
161742.53+322234.4,56063.38318,15.36,0.06,244.42717,32.37622
161742.53+322234.4,56063.39001,15.34,0.06,244.42715,32.37627
161742.53+322234.4,56063.39676,15.33,0.06,244.42717,32.37622
161742.53+322234.4,56071.3483,15.35,0.06,244.42721,32.37624
161742.53+322234.4,56071.35582,15.3,0.06,244.42721,32.37625
161742.53+322234.4,56071.36325,15.35,0.06,244.42719,32.37624
161742.53+322234.4,56071.37076,15.37,0.06,244.42722,32.37621
161742.53+322234.4,56077.37563,15.31,0.06,244.42719,32.37621
161742.53+322234.4,56077.38366,15.38,0.06,244.42716,32.37622
161742.53+322234.4,56077.39166,15.33,0.06,244.42717,32.37621
161742.53+322234.4,56077.39976,15.37,0.06,244.42717,32.37622
161742.53+322234.4,56088.35802,15.37,0.06,244.42716,32.37624
161742.53+322234.4,56088.36306,15.35,0.06,244.42717,32.3762
161742.53+322234.4,56088.3675,15.39,0.06,244.42719,32.37624
161742.53+322234.4,56088.37201,15.39,0.06,244.42716,32.37627
161742.53+322234.4,56099.28305,15.35,0.06,244.42722,32.37625
161742.53+322234.4,56099.29032,15.36,0.06,244.42716,32.37624
161742.53+322234.4,56099.29769,15.33,0.06,244.4272,32.37618
161742.53+322234.4,56099.30501,15.34,0.06,244.42718,32.37624
161742.53+322234.4,56188.11066,15.36,0.06,244.42716,32.37627
161742.53+322234.4,56188.11547,15.36,0.06,244.42717,32.37625
161742.53+322234.4,56188.12033,15.36,0.06,244.42715,32.37629
161742.53+322234.4,56188.1252,15.32,0.06,244.42714,32.37628
161742.53+322234.4,56194.13162,15.37,0.06,244.42713,32.37628
161742.53+322234.4,56194.13438,15.23,0.06,244.42712,32.37629
161742.53+322234.4,56194.13718,15.37,0.06,244.42716,32.37628
161742.53+322234.4,56194.13991,15.38,0.06,244.4271,32.37622
161742.53+322234.4,56374.37513,15.31,0.06,244.42715,32.37627
161742.53+322234.4,56374.38333,15.32,0.06,244.4272,32.37625
161742.53+322234.4,56374.39168,15.31,0.06,244.42717,32.37626
161742.53+322234.4,56374.39996,15.26,0.06,244.42713,32.37624
161742.53+322234.4,55956.49768,15.38,0.06,244.42717,32.37626
161742.53+322234.4,55956.50388,15.34,0.06,244.42718,32.37625
161742.53+322234.4,55956.51012,15.33,0.06,244.42716,32.37625
161742.53+322234.4,55956.51631,15.33,0.06,244.42715,32.37627
161742.53+322234.4,56395.42676,15.26,0.06,244.42715,32.37623
161742.53+322234.4,56395.43355,15.28,0.06,244.42718,32.37623
161742.53+322234.4,56395.4404,15.27,0.06,244.42719,32.37627
161742.53+322234.4,56395.44727,15.26,0.06,244.42716,32.37627
161742.53+322234.4,56419.3689,15.26,0.06,244.42718,32.37623
161742.53+322234.4,56419.37746,15.23,0.06,244.42718,32.37627
161742.53+322234.4,56419.38598,15.25,0.06,244.42717,32.37626
161742.53+322234.4,56419.39454,15.28,0.06,244.42718,32.37627
161742.53+322234.4,56427.39039,15.25,0.06,244.42718,32.37621
161742.53+322234.4,56427.39715,15.24,0.06,244.42717,32.37625
161742.53+322234.4,56427.40394,15.24,0.06,244.42717,32.37624
161742.53+322234.4,56427.41075,15.26,0.06,244.42716,32.37622
161742.53+322234.4,56432.26652,15.24,0.06,244.42717,32.37622
161742.53+322234.4,56432.27164,15.27,0.06,244.42718,32.37625
161742.53+322234.4,56432.27675,15.24,0.06,244.42717,32.37623
161742.53+322234.4,56432.28185,15.25,0.06,244.42718,32.37625
161742.53+322234.4,56446.33519,15.26,0.06,244.42717,32.37621
161742.53+322234.4,56446.34201,15.25,0.06,244.42715,32.37627
161742.53+322234.4,56446.34879,15.25,0.06,244.42714,32.37626
161742.53+322234.4,56446.35556,15.24,0.06,244.42717,32.37625
161742.53+322234.4,56453.35759,15.24,0.06,244.42716,32.37628
161742.53+322234.4,56453.3627,15.26,0.06,244.42716,32.37623
161742.53+322234.4,56453.36782,15.23,0.06,244.42718,32.37625
161742.53+322234.4,56453.37296,15.24,0.06,244.42718,32.37623
161742.53+322234.4,56461.32208,15.23,0.06,244.42717,32.37626
161742.53+322234.4,56461.32716,15.25,0.06,244.42716,32.37626
161742.53+322234.4,56461.33228,15.24,0.06,244.42715,32.37625
161742.53+322234.4,56461.33741,15.24,0.06,244.42719,32.37624
161742.53+322234.4,56471.2478,15.3,0.07,244.42713,32.37628
161742.53+322234.4,56471.25447,15.28,0.06,244.42716,32.37627
161742.53+322234.4,56471.2612,15.25,0.06,244.4272,32.37624
161742.53+322234.4,56471.26802,15.3,0.06,244.42715,32.37628
161742.53+322234.4,56558.12293,15.29,0.06,244.4272,32.37627
161742.53+322234.4,56558.12737,15.3,0.06,244.42726,32.37622
161742.53+322234.4,56558.13183,15.31,0.06,244.42715,32.37628
161742.53+322234.4,56558.1363,15.3,0.06,244.42715,32.37625
153145.14+431933.8,53552.24906,18.92,0.12,232.93812,43.3256
153145.14+431933.8,53552.25982,18.92,0.12,232.93816,43.32599
153145.14+431933.8,53552.27055,18.72,0.11,232.9373,43.32576
153145.14+431933.8,53552.28131,18.68,0.13,232.93753,43.32594
153145.14+431933.8,53531.30493,18.59,0.15,232.93762,43.32584
153145.14+431933.8,53531.31166,19.14,0.2,232.93843,43.32593
153145.14+431933.8,53531.31839,19.05,0.19,232.93815,43.32577
153145.14+431933.8,53531.32508,18.58,0.15,232.93669,43.3259
153145.14+431933.8,53848.29212,18.7,0.15,232.93795,43.32584
153145.14+431933.8,53848.30031,18.85,0.16,232.93713,43.32566
153145.14+431933.8,53848.30847,19.12,0.18,232.93843,43.32562
153145.14+431933.8,53848.3169,19.71,0.24,232.9387,43.32601
153145.14+431933.8,53854.40782,19.58,0.24,232.93841,43.32492
153145.14+431933.8,53854.41432,19.14,0.19,232.93882,43.32599
153145.14+431933.8,53854.42087,19.01,0.18,232.9374,43.3258
153145.14+431933.8,53854.42742,19.6,0.24,232.93652,43.32547
153145.14+431933.8,53883.37253,18.85,0.16,232.93783,43.32592
153145.14+431933.8,54204.45301,18.76,0.15,232.93753,43.32545
153145.14+431933.8,54204.46114,19.36,0.2,232.93858,43.3261
153145.14+431933.8,54204.46934,19.03,0.17,232.93763,43.32574
153145.14+431933.8,54204.47755,19.39,0.2,232.93793,43.3259
153145.14+431933.8,54138.51514,18.53,0.14,232.93812,43.32623
153145.14+431933.8,54138.51946,19.44,0.2,232.93848,43.32569
153145.14+431933.8,54138.52376,20.43,0.36,232.93844,43.32622
153145.14+431933.8,54138.52807,18.55,0.14,232.93725,43.32554
153145.14+431933.8,54261.35909,19.16,0.18,232.93787,43.32549
153145.14+431933.8,54261.36591,19.43,0.21,232.9384,43.32626
153145.14+431933.8,54261.37269,18.83,0.16,232.93799,43.32586
153145.14+431933.8,54261.37951,18.6,0.14,232.93761,43.32587
153145.14+431933.8,54273.27683,18.96,0.17,232.93831,43.32594
153145.14+431933.8,54273.28341,19.21,0.19,232.93892,43.3258
153145.14+431933.8,54273.28998,18.89,0.16,232.93791,43.32562
153145.14+431933.8,54273.29655,19.6,0.23,232.93786,43.32564
153145.14+431933.8,54178.40311,19.39,0.2,232.93817,43.32568
153145.14+431933.8,54178.4091,19.31,0.19,232.93841,43.32573
153145.14+431933.8,54178.41517,19.48,0.21,232.93818,43.32583
153145.14+431933.8,54178.42124,19.16,0.19,232.93853,43.32594
153145.14+431933.8,54232.39699,19.0,0.18,232.93724,43.32543
153145.14+431933.8,54232.40398,18.72,0.15,232.93851,43.32554
153145.14+431933.8,54232.41101,19.32,0.2,232.93796,43.32614
153145.14+431933.8,54232.41805,19.06,0.18,232.93849,43.32583
153145.14+431933.8,54245.35636,19.77,0.25,232.93839,43.32604
153145.14+431933.8,54245.36413,19.18,0.18,232.93825,43.32575
153145.14+431933.8,54245.37186,19.22,0.19,232.93828,43.32569
153145.14+431933.8,54245.37954,19.23,0.19,232.93864,43.32597
153145.14+431933.8,54389.09268,19.11,0.22,232.93823,43.32577
153145.14+431933.8,54389.09537,19.84,0.32,232.9388,43.32627
153145.14+431933.8,54389.09804,18.85,0.19,232.93793,43.32585
153145.14+431933.8,54389.10073,19.4,0.25,232.93806,43.32587
153145.14+431933.8,54627.3709,18.53,0.14,232.93765,43.32577
153145.14+431933.8,54627.37959,18.63,0.14,232.93786,43.32609
153145.14+431933.8,54627.38833,18.81,0.16,232.93709,43.32603
153145.14+431933.8,54627.39701,19.04,0.18,232.93789,43.32567
153145.14+431933.8,54537.43101,19.03,0.17,232.93731,43.32581
153145.14+431933.8,54537.43764,18.79,0.16,232.93807,43.32584
153145.14+431933.8,54537.44446,18.82,0.16,232.93749,43.32599
153145.14+431933.8,54537.45131,18.52,0.16,232.93841,43.32588
153145.14+431933.8,54594.38916,18.75,0.15,232.93781,43.32588
153145.14+431933.8,54594.39594,18.83,0.16,232.93816,43.3259
153145.14+431933.8,54594.40266,18.5,0.13,232.93757,43.32572
153145.14+431933.8,54594.4094,18.71,0.15,232.93787,43.32584
153145.14+431933.8,54733.10441,19.16,0.22,232.93731,43.32599
153145.14+431933.8,54733.11027,18.73,0.18,232.93766,43.32578
153145.14+431933.8,54733.11618,18.41,0.15,232.93783,43.32577
153145.14+431933.8,54733.12199,18.25,0.14,232.93811,43.32605
153145.14+431933.8,54923.41961,18.6,0.14,232.93769,43.3259
153145.14+431933.8,54923.42459,18.8,0.15,232.93791,43.32586
153145.14+431933.8,54923.4296,18.91,0.16,232.93784,43.32585
153145.14+431933.8,54923.43483,18.79,0.15,232.93842,43.32575
153145.14+431933.8,54943.41824,18.57,0.14,232.93796,43.32581
153145.14+431933.8,54943.42372,18.42,0.13,232.93775,43.32589
153145.14+431933.8,54943.42921,18.84,0.15,232.93812,43.32596
153145.14+431933.8,54943.43464,18.81,0.15,232.93779,43.32583
153145.14+431933.8,55044.21213,18.85,0.19,232.9382,43.32568
153145.14+431933.8,55044.21915,18.56,0.17,232.93787,43.32605
153145.14+431933.8,55044.2261,18.6,0.17,232.93837,43.32605
153145.14+431933.8,55044.23295,19.29,0.24,232.93854,43.32602
153145.14+431933.8,54865.43598,18.83,0.15,232.93753,43.32564
153145.14+431933.8,54865.44575,18.69,0.14,232.93734,43.32571
153145.14+431933.8,54865.45564,18.66,0.14,232.93809,43.32604
153145.14+431933.8,54865.46547,18.98,0.16,232.93845,43.32583
153145.14+431933.8,54875.48188,18.58,0.15,232.93837,43.32558
153145.14+431933.8,54875.4868,18.82,0.17,232.93843,43.32579
153145.14+431933.8,54875.49162,18.68,0.16,232.93856,43.32605
153145.14+431933.8,54875.49655,18.84,0.17,232.93814,43.32571
153145.14+431933.8,55017.28451,18.76,0.18,232.9385,43.32604
153145.14+431933.8,55017.2919,18.94,0.2,232.93823,43.32582
153145.14+431933.8,55017.29931,17.95,0.13,232.93753,43.32538
153145.14+431933.8,55017.30664,18.18,0.14,232.93803,43.32594
153145.14+431933.8,55005.28071,19.05,0.17,232.9381,43.32612
153145.14+431933.8,55005.28915,18.73,0.15,232.93739,43.32595
153145.14+431933.8,55005.31246,19.06,0.18,232.93828,43.32602
153145.14+431933.8,55005.32091,18.75,0.16,232.93816,43.32593
153145.14+431933.8,54892.44381,18.57,0.15,232.93773,43.32581
153145.14+431933.8,54892.45141,18.42,0.14,232.93727,43.32575
153145.14+431933.8,54892.45908,18.75,0.16,232.93799,43.32576
153145.14+431933.8,54892.46667,18.51,0.15,232.93828,43.32585
153145.14+431933.8,54905.49023,20.06,0.27,232.93835,43.32613
153145.14+431933.8,54905.49516,18.8,0.15,232.93837,43.32602
153145.14+431933.8,54905.50007,18.98,0.16,232.93841,43.32564
153145.14+431933.8,54905.50497,19.15,0.17,232.93741,43.32576
153145.14+431933.8,54914.38086,18.43,0.13,232.93779,43.32584
153145.14+431933.8,54914.38933,19.03,0.16,232.93806,43.3259
153145.14+431933.8,54914.3978,18.49,0.13,232.9377,43.32581
153145.14+431933.8,54914.40644,18.61,0.14,232.93796,43.32593
