MJD,m,dm,F,source_name,RA,DEC
60686.372379,20.563,1.324,o,075005.28+292944.3,117.522012,29.495662
60691.503358,20.401,0.674,o,075005.28+292944.3,117.522012,29.495662
60691.543575,20.246,0.724,o,075005.28+292944.3,117.522012,29.495662
60692.487244,20.85,1.064,o,075005.28+292944.3,117.522012,29.495662
60693.44765,20.419,0.67,o,075005.28+292944.3,117.522012,29.495662
60693.480823,21.341,1.111,o,075005.28+292944.3,117.522012,29.495662
60694.444989,21.257,1.314,o,075005.28+292944.3,117.522012,29.495662
60694.448153,23.803,11.625,o,075005.28+292944.3,117.522012,29.495662
60694.453739,20.24,0.541,o,075005.28+292944.3,117.522012,29.495662
60694.463783,20.391,0.628,o,075005.28+292944.3,117.522012,29.495662
60695.393361,20.83,0.638,o,075005.28+292944.3,117.522012,29.495662
60695.395194,20.989,0.842,o,075005.28+292944.3,117.522012,29.495662
60696.424736,21.606,1.257,o,075005.28+292944.3,117.522012,29.495662
60696.440509,19.979,0.343,o,075005.28+292944.3,117.522012,29.495662
60696.44571,21.859,2.5,o,075005.28+292944.3,117.522012,29.495662
60697.55063,20.859,0.907,o,075005.28+292944.3,117.522012,29.495662
60697.556301,20.827,0.784,o,075005.28+292944.3,117.522012,29.495662
60697.581222,21.26,1.322,o,075005.28+292944.3,117.522012,29.495662
60699.42592,21.106,0.89,o,075005.28+292944.3,117.522012,29.495662
60699.437625,20.747,0.557,o,075005.28+292944.3,117.522012,29.495662
60699.447544,20.373,0.458,o,075005.28+292944.3,117.522012,29.495662
60700.486662,20.543,0.648,o,075005.28+292944.3,117.522012,29.495662
60700.48949,20.161,0.448,o,075005.28+292944.3,117.522012,29.495662
60700.502868,21.875,6.833,o,075005.28+292944.3,117.522012,29.495662
60703.568391,21.373,1.533,o,075005.28+292944.3,117.522012,29.495662
60703.571604,20.264,0.486,o,075005.28+292944.3,117.522012,29.495662
60703.57678,21.228,1.247,o,075005.28+292944.3,117.522012,29.495662
60704.413946,21.378,2.31,o,075005.28+292944.3,117.522012,29.495662
60704.419192,20.038,0.711,o,075005.28+292944.3,117.522012,29.495662
60704.422896,20.286,0.588,o,075005.28+292944.3,117.522012,29.495662
60708.408955,20.634,0.568,o,075005.28+292944.3,117.522012,29.495662
60708.43385,22.258,2.406,o,075005.28+292944.3,117.522012,29.495662
60708.437053,21.584,1.383,o,075005.28+292944.3,117.522012,29.495662
60709.438924,20.837,0.726,c,075005.28+292944.3,117.522012,29.495662
60709.442093,21.571,1.233,c,075005.28+292944.3,117.522012,29.495662
60709.470297,22.585,2.957,c,075005.28+292944.3,117.522012,29.495662
60710.319696,20.981,0.768,o,075005.28+292944.3,117.522012,29.495662
60710.324431,20.012,0.32,o,075005.28+292944.3,117.522012,29.495662
60711.555352,20.565,0.778,o,075005.28+292944.3,117.522012,29.495662
60711.561117,22.992,7.7,o,075005.28+292944.3,117.522012,29.495662
60711.569461,21.404,1.905,o,075005.28+292944.3,117.522012,29.495662
60712.321339,19.825,0.393,o,075005.28+292944.3,117.522012,29.495662
60712.324694,21.249,1.577,o,075005.28+292944.3,117.522012,29.495662
60712.327494,21.07,1.146,o,075005.28+292944.3,117.522012,29.495662
60719.436874,21.057,1.941,o,075005.28+292944.3,117.522012,29.495662
60719.440563,19.448,0.443,o,075005.28+292944.3,117.522012,29.495662
60719.450542,19.462,0.43,o,075005.28+292944.3,117.522012,29.495662
60720.443458,20.364,0.861,o,075005.28+292944.3,117.522012,29.495662
60720.44904,19.908,0.525,o,075005.28+292944.3,117.522012,29.495662
60721.395209,21.549,1.595,o,075005.28+292944.3,117.522012,29.495662
60721.398425,23.755,15.727,o,075005.28+292944.3,117.522012,29.495662
60721.403996,20.525,0.828,o,075005.28+292944.3,117.522012,29.495662
60721.414093,21.115,1.432,o,075005.28+292944.3,117.522012,29.495662
60722.391951,20.315,0.554,o,075005.28+292944.3,117.522012,29.495662
60722.395127,21.403,1.908,o,075005.28+292944.3,117.522012,29.495662
60722.403432,22.947,6.292,o,075005.28+292944.3,117.522012,29.495662
60724.359225,21.488,1.154,o,075005.28+292944.3,117.522012,29.495662
60724.362023,20.887,0.695,o,075005.28+292944.3,117.522012,29.495662
60724.367624,20.691,0.578,o,075005.28+292944.3,117.522012,29.495662
60724.381732,20.284,0.37,o,075005.28+292944.3,117.522012,29.495662
60725.376639,21.424,1.156,o,075005.28+292944.3,117.522012,29.495662
60725.37982,21.139,1.355,o,075005.28+292944.3,117.522012,29.495662
60725.395833,21.121,1.038,o,075005.28+292944.3,117.522012,29.495662
60726.378758,20.696,0.597,o,075005.28+292944.3,117.522012,29.495662
60726.381519,21.203,1.029,o,075005.28+292944.3,117.522012,29.495662
60727.375188,20.961,0.857,o,075005.28+292944.3,117.522012,29.495662
60727.378427,20.909,0.84,o,075005.28+292944.3,117.522012,29.495662
60728.261575,20.024,0.245,o,075005.28+292944.3,117.522012,29.495662
60728.267736,21.37,1.211,o,075005.28+292944.3,117.522012,29.495662
60728.270741,20.46,0.5,o,075005.28+292944.3,117.522012,29.495662
60729.37007,20.021,0.443,o,075005.28+292944.3,117.522012,29.495662
60729.372872,20.753,0.647,o,075005.28+292944.3,117.522012,29.495662
60730.379218,20.253,0.419,o,075005.28+292944.3,117.522012,29.495662
60730.390067,21.908,1.723,o,075005.28+292944.3,117.522012,29.495662
60730.396784,20.287,0.344,o,075005.28+292944.3,117.522012,29.495662
60730.403665,20.444,0.505,o,075005.28+292944.3,117.522012,29.495662
60731.364429,20.64,0.552,o,075005.28+292944.3,117.522012,29.495662
60731.367647,20.44,0.431,o,075005.28+292944.3,117.522012,29.495662
60731.38931,20.985,0.585,o,075005.28+292944.3,117.522012,29.495662
60731.406805,21.751,1.532,o,075005.28+292944.3,117.522012,29.495662
60732.348095,21.435,1.27,o,075005.28+292944.3,117.522012,29.495662
60732.361358,20.807,0.724,o,075005.28+292944.3,117.522012,29.495662
60733.358713,21.434,1.463,o,075005.28+292944.3,117.522012,29.495662
60734.362383,21.197,1.325,o,075005.28+292944.3,117.522012,29.495662
60734.365285,21.226,1.19,o,075005.28+292944.3,117.522012,29.495662
60734.371414,21.336,1.381,o,075005.28+292944.3,117.522012,29.495662
60734.383889,22.719,3.893,o,075005.28+292944.3,117.522012,29.495662
60735.326624,16.83,0.018,o,075005.28+292944.3,117.522012,29.495662
60735.342037,20.473,0.487,o,075005.28+292944.3,117.522012,29.495662
60735.345265,19.756,0.244,o,075005.28+292944.3,117.522012,29.495662
60735.350834,20.915,0.654,o,075005.28+292944.3,117.522012,29.495662
60736.413243,23.233,5.533,o,075005.28+292944.3,117.522012,29.495662
60737.330486,20.205,0.39,o,075005.28+292944.3,117.522012,29.495662
60737.333657,23.879,10.3,o,075005.28+292944.3,117.522012,29.495662
60737.339121,20.066,0.336,o,075005.28+292944.3,117.522012,29.495662
60737.349293,21.998,1.589,o,075005.28+292944.3,117.522012,29.495662
60738.330684,21.589,1.66,o,075005.28+292944.3,117.522012,29.495662
60738.33485,20.768,0.625,o,075005.28+292944.3,117.522012,29.495662
60738.342553,21.692,1.534,o,075005.28+292944.3,117.522012,29.495662
60738.344952,22.365,3.478,o,075005.28+292944.3,117.522012,29.495662
60738.35413,20.299,0.52,o,075005.28+292944.3,117.522012,29.495662
60739.313325,21.6,1.513,o,075005.28+292944.3,117.522012,29.495662
60739.31518,22.454,2.368,o,075005.28+292944.3,117.522012,29.495662
60739.316551,22.179,2.488,o,075005.28+292944.3,117.522012,29.495662
60739.318403,21.058,0.766,o,075005.28+292944.3,117.522012,29.495662
60739.322563,19.75,0.241,o,075005.28+292944.3,117.522012,29.495662
60739.324391,21.213,0.869,o,075005.28+292944.3,117.522012,29.495662
60739.33643,20.529,0.49,o,075005.28+292944.3,117.522012,29.495662
60739.336899,22.898,4.261,o,075005.28+292944.3,117.522012,29.495662
60746.420393,19.536,1.489,o,075005.28+292944.3,117.522012,29.495662
60746.44012,19.027,0.773,o,075005.28+292944.3,117.522012,29.495662
60749.397909,20.361,1.107,o,075005.28+292944.3,117.522012,29.495662
60749.40839,19.985,0.723,o,075005.28+292944.3,117.522012,29.495662
60751.344215,19.606,0.299,o,075005.28+292944.3,117.522012,29.495662
60751.361445,21.263,1.442,o,075005.28+292944.3,117.522012,29.495662
60751.366365,20.168,0.504,o,075005.28+292944.3,117.522012,29.495662
60751.369745,20.867,0.896,o,075005.28+292944.3,117.522012,29.495662
60752.340333,21.067,1.057,o,075005.28+292944.3,117.522012,29.495662
60752.343647,20.511,0.659,o,075005.28+292944.3,117.522012,29.495662
60755.353992,20.458,0.548,o,075005.28+292944.3,117.522012,29.495662
60755.381998,19.123,0.673,o,075005.28+292944.3,117.522012,29.495662
60756.316917,21.704,1.621,o,075005.28+292944.3,117.522012,29.495662
60756.327193,20.372,0.419,o,075005.28+292944.3,117.522012,29.495662
60757.342499,22.019,1.897,c,075005.28+292944.3,117.522012,29.495662
60759.330173,21.442,1.28,o,075005.28+292944.3,117.522012,29.495662
60759.352474,20.89,0.769,o,075005.28+292944.3,117.522012,29.495662
60759.376139,21.451,1.12,o,075005.28+292944.3,117.522012,29.495662
60760.297441,23.039,5.667,o,075005.28+292944.3,117.522012,29.495662
60760.312764,19.955,0.299,o,075005.28+292944.3,117.522012,29.495662
60760.317681,21.516,1.52,o,075005.28+292944.3,117.522012,29.495662
60761.435174,20.058,0.38,c,075005.28+292944.3,117.522012,29.495662
60761.450924,23.257,9.0,c,075005.28+292944.3,117.522012,29.495662
60762.31765,23.036,5.857,c,075005.28+292944.3,117.522012,29.495662
60763.280688,21.365,0.975,o,075005.28+292944.3,117.522012,29.495662
60764.262544,22.327,2.788,o,075005.28+292944.3,117.522012,29.495662
60764.269862,22.908,5.333,o,075005.28+292944.3,117.522012,29.495662
60764.275804,21.525,1.455,o,075005.28+292944.3,117.522012,29.495662
60765.261768,20.768,0.654,o,075005.28+292944.3,117.522012,29.495662
60765.269269,21.243,0.792,o,075005.28+292944.3,117.522012,29.495662
60766.268949,21.864,1.782,o,075005.28+292944.3,117.522012,29.495662
60766.274109,19.926,0.328,o,075005.28+292944.3,117.522012,29.495662
60766.278842,22.861,3.87,o,075005.28+292944.3,117.522012,29.495662
60767.270558,23.247,11.125,o,075005.28+292944.3,117.522012,29.495662
60768.255642,20.09,0.568,o,075005.28+292944.3,117.522012,29.495662
60768.262762,21.16,2.175,o,075005.28+292944.3,117.522012,29.495662
60769.25194,20.007,0.776,o,075005.28+292944.3,117.522012,29.495662
60769.265377,18.222,0.435,o,075005.28+292944.3,117.522012,29.495662
60769.275017,21.272,1.347,o,075005.28+292944.3,117.522012,29.495662
60774.294355,21.27,1.987,o,075005.28+292944.3,117.522012,29.495662
60774.30229,21.204,2.047,o,075005.28+292944.3,117.522012,29.495662
60774.317689,19.361,0.417,o,075005.28+292944.3,117.522012,29.495662
60776.360562,19.396,0.571,o,075005.28+292944.3,117.522012,29.495662
60776.363817,19.167,0.712,o,075005.28+292944.3,117.522012,29.495662
60776.369349,19.956,2.786,o,075005.28+292944.3,117.522012,29.495662
60776.379574,18.9,1.151,o,075005.28+292944.3,117.522012,29.495662
60779.27985,20.93,1.12,o,075005.28+292944.3,117.522012,29.495662
60780.280483,20.409,0.657,o,075005.28+292944.3,117.522012,29.495662
60780.296007,21.999,2.604,o,075005.28+292944.3,117.522012,29.495662
60781.293589,22.464,4.231,o,075005.28+292944.3,117.522012,29.495662
60781.303296,20.705,0.773,o,075005.28+292944.3,117.522012,29.495662
60781.319108,20.339,0.597,o,075005.28+292944.3,117.522012,29.495662
60782.347273,18.547,4.792,o,075005.28+292944.3,117.522012,29.495662
60783.32676,19.118,0.934,o,075005.28+292944.3,117.522012,29.495662
60783.346328,16.334,0.73,o,075005.28+292944.3,117.522012,29.495662
60789.357723,20.037,0.462,o,075005.28+292944.3,117.522012,29.495662
60789.385623,20.058,0.681,o,075005.28+292944.3,117.522012,29.495662
60789.389804,20.382,0.807,o,075005.28+292944.3,117.522012,29.495662
60790.271482,21.322,1.237,o,075005.28+292944.3,117.522012,29.495662
60790.296723,20.786,0.69,o,075005.28+292944.3,117.522012,29.495662
60791.352765,22.121,2.778,c,075005.28+292944.3,117.522012,29.495662
60791.362926,20.892,0.909,c,075005.28+292944.3,117.522012,29.495662
60793.268252,19.673,0.67,o,075005.28+292944.3,117.522012,29.495662
60793.29026,21.44,1.333,o,075005.28+292944.3,117.522012,29.495662
60799.25472,20.513,1.071,o,075005.28+292944.3,117.522012,29.495662
60799.257581,20.079,0.78,o,075005.28+292944.3,117.522012,29.495662
60803.259274,21.942,3.08,o,075005.28+292944.3,117.522012,29.495662
60804.275218,21.517,2.667,o,075005.28+292944.3,117.522012,29.495662
60804.298642,20.374,0.979,o,075005.28+292944.3,117.522012,29.495662
60805.283704,20.048,0.65,o,075005.28+292944.3,117.522012,29.495662
60805.292432,21.492,2.861,o,075005.28+292944.3,117.522012,29.495662
60807.269209,20.197,0.808,o,075005.28+292944.3,117.522012,29.495662
60807.272024,19.948,0.728,o,075005.28+292944.3,117.522012,29.495662
60807.277612,21.598,3.623,o,075005.28+292944.3,117.522012,29.495662
60807.288886,21.613,4.269,o,075005.28+292944.3,117.522012,29.495662
60808.274004,20.952,1.752,o,075005.28+292944.3,117.522012,29.495662
60808.282462,20.166,0.824,o,075005.28+292944.3,117.522012,29.495662
60808.293797,22.942,13.5,o,075005.28+292944.3,117.522012,29.495662
60809.257895,20.817,2.365,o,075005.28+292944.3,117.522012,29.495662
60809.27832,19.357,0.918,o,075005.28+292944.3,117.522012,29.495662
60813.245944,21.802,4.903,c,075005.28+292944.3,117.522012,29.495662
60814.246257,21.732,3.244,c,075005.28+292944.3,117.522012,29.495662
60814.26919,21.529,1.64,c,075005.28+292944.3,117.522012,29.495662
60816.2825,19.82,0.435,o,075005.28+292944.3,117.522012,29.495662
60818.25731,21.542,1.9,c,075005.28+292944.3,117.522012,29.495662
60818.267094,21.561,2.122,c,075005.28+292944.3,117.522012,29.495662
60819.268969,20.602,0.751,o,075005.28+292944.3,117.522012,29.495662
60819.272761,21.673,2.125,o,075005.28+292944.3,117.522012,29.495662
60937.611274,22.329,6.125,c,075005.28+292944.3,117.522012,29.495662
60940.634071,20.652,0.884,o,075005.28+292944.3,117.522012,29.495662
60940.636888,24.392,30.6,o,075005.28+292944.3,117.522012,29.495662
60941.616123,22.289,2.731,c,075005.28+292944.3,117.522012,29.495662
60941.625784,21.47,1.554,c,075005.28+292944.3,117.522012,29.495662
60943.611699,22.209,3.581,c,075005.28+292944.3,117.522012,29.495662
60954.577398,19.586,0.573,o,075005.28+292944.3,117.522012,29.495662
60954.597226,19.526,0.589,o,075005.28+292944.3,117.522012,29.495662
60960.580508,19.203,0.362,o,075005.28+292944.3,117.522012,29.495662
60960.590183,17.944,0.384,o,075005.28+292944.3,117.522012,29.495662
60967.583867,21.004,1.078,o,075005.28+292944.3,117.522012,29.495662
60967.594826,19.01,0.188,o,075005.28+292944.3,117.522012,29.495662
60978.572604,21.018,0.728,o,075005.28+292944.3,117.522012,29.495662
60978.578058,22.044,2.372,o,075005.28+292944.3,117.522012,29.495662
60979.609317,22.132,2.55,o,075005.28+292944.3,117.522012,29.495662
60983.526334,18.5,0.849,o,075005.28+292944.3,117.522012,29.495662
60983.531327,18.358,1.065,o,075005.28+292944.3,117.522012,29.495662
60985.541482,21.932,4.239,o,075005.28+292944.3,117.522012,29.495662
60985.546933,21.891,4.135,o,075005.28+292944.3,117.522012,29.495662
60990.575118,21.391,2.431,o,075005.28+292944.3,117.522012,29.495662
60990.600277,21.015,1.75,o,075005.28+292944.3,117.522012,29.495662
61002.552724,21.117,0.81,c,075005.28+292944.3,117.522012,29.495662
61013.49269,18.965,0.349,o,075005.28+292944.3,117.522012,29.495662
61013.519159,19.496,0.471,o,075005.28+292944.3,117.522012,29.495662
61013.535857,20.198,0.907,o,075005.28+292944.3,117.522012,29.495662
61018.555314,20.924,1.289,o,075005.28+292944.3,117.522012,29.495662
61018.562528,22.542,4.346,o,075005.28+292944.3,117.522012,29.495662
61018.595572,20.028,0.531,o,075005.28+292944.3,117.522012,29.495662
61020.484362,20.703,1.183,o,075005.28+292944.3,117.522012,29.495662
61021.529405,23.658,9.545,o,075005.28+292944.3,117.522012,29.495662
61021.532601,21.171,0.972,o,075005.28+292944.3,117.522012,29.495662
61024.472618,22.898,3.417,c,075005.28+292944.3,117.522012,29.495662
61026.49418,21.729,1.607,o,075005.28+292944.3,117.522012,29.495662
61026.499614,24.469,21.2,o,075005.28+292944.3,117.522012,29.495662
61026.505087,21.719,1.689,o,075005.28+292944.3,117.522012,29.495662
61037.647249,21.043,0.647,o,075005.28+292944.3,117.522012,29.495662
61037.659203,21.385,1.474,o,075005.28+292944.3,117.522012,29.495662
61037.6681,21.039,1.647,o,075005.28+292944.3,117.522012,29.495662
61038.451844,20.295,0.839,o,075005.28+292944.3,117.522012,29.495662
61038.455009,19.73,0.776,o,075005.28+292944.3,117.522012,29.495662
61038.456458,19.895,1.978,o,075005.28+292944.3,117.522012,29.495662
61051.554522,21.831,2.339,o,075005.28+292944.3,117.522012,29.495662
61051.59381,20.509,0.656,o,075005.28+292944.3,117.522012,29.495662
61060.427349,21.184,0.788,o,075005.28+292944.3,117.522012,29.495662
61060.432107,21.649,1.203,o,075005.28+292944.3,117.522012,29.495662
61066.425508,21.832,1.836,o,075005.28+292944.3,117.522012,29.495662
61066.429164,21.14,0.865,o,075005.28+292944.3,117.522012,29.495662
61066.441803,22.693,2.9,o,075005.28+292944.3,117.522012,29.495662
61066.446862,21.267,1.09,o,075005.28+292944.3,117.522012,29.495662
61069.368901,20.947,1.522,o,075005.28+292944.3,117.522012,29.495662
61075.453913,21.63,2.941,o,075005.28+292944.3,117.522012,29.495662
61078.432317,24.779,29.0,o,075005.28+292944.3,117.522012,29.495662
61092.348136,20.755,0.806,o,075005.28+292944.3,117.522012,29.495662
61092.380409,22.761,4.25,o,075005.28+292944.3,117.522012,29.495662
61103.372688,20.612,1.803,o,075005.28+292944.3,117.522012,29.495662
61103.376348,20.725,3.838,o,075005.28+292944.3,117.522012,29.495662
61104.358334,21.38,1.763,o,075005.28+292944.3,117.522012,29.495662
61105.354804,21.711,2.164,o,075005.28+292944.3,117.522012,29.495662
61108.351225,21.467,1.132,o,075005.28+292944.3,117.522012,29.495662
61109.404338,21.486,1.611,c,075005.28+292944.3,117.522012,29.495662
61128.312107,17.597,0.711,o,075005.28+292944.3,117.522012,29.495662
61128.315834,18.792,3.423,o,075005.28+292944.3,117.522012,29.495662
61128.334407,13.299,0.799,o,075005.28+292944.3,117.522012,29.495662
61131.344753,23.944,30.286,o,075005.28+292944.3,117.522012,29.495662
61132.311388,19.639,0.972,o,075005.28+292944.3,117.522012,29.495662
61132.314652,22.279,10.0,o,075005.28+292944.3,117.522012,29.495662
61132.384844,20.77,1.703,o,075005.28+292944.3,117.522012,29.495662
61132.402688,19.686,0.586,o,075005.28+292944.3,117.522012,29.495662
61132.406427,20.448,1.207,o,075005.28+292944.3,117.522012,29.495662
61134.300997,21.282,1.408,o,075005.28+292944.3,117.522012,29.495662
61134.32547,20.635,0.914,o,075005.28+292944.3,117.522012,29.495662
61135.312454,21.879,2.873,o,075005.28+292944.3,117.522012,29.495662
61152.260747,21.275,2.03,o,075005.28+292944.3,117.522012,29.495662
61156.259604,23.066,10.733,o,075005.28+292944.3,117.522012,29.495662
61157.264341,20.536,1.148,o,075005.28+292944.3,117.522012,29.495662
61157.267516,20.352,0.986,o,075005.28+292944.3,117.522012,29.495662
61157.274456,20.124,0.661,o,075005.28+292944.3,117.522012,29.495662
61157.28458,20.094,0.666,o,075005.28+292944.3,117.522012,29.495662
61159.312438,20.298,1.089,o,075005.28+292944.3,117.522012,29.495662
61162.241245,21.414,2.603,o,075005.28+292944.3,117.522012,29.495662
61162.307152,20.772,1.614,o,075005.28+292944.3,117.522012,29.495662
