InputID,ID,Mag,Magerr,RA,Decl,MJD,Blend
075005.28+292944.3,1129037038648,19.69,0.25,117.51993,29.49319,53794.19076,0
075005.28+292944.3,1129037038648,19.53,0.22,117.51994,29.49287,53794.19671,0
075005.28+292944.3,1129037038648,19.80,0.25,117.51952,29.49270,53794.20264,0
075005.28+292944.3,1129037038648,19.33,0.19,117.51975,29.49309,53740.29290,0
075005.28+292944.3,1129037038648,19.62,0.22,117.51951,29.49284,53740.30294,0
075005.28+292944.3,1129037038648,19.76,0.24,117.51979,29.49286,53740.31300,0
075005.28+292944.3,1129037038648,19.43,0.20,117.51977,29.49296,53740.32302,0
075005.28+292944.3,1129037038648,19.70,0.23,117.51983,29.49287,53753.24069,0
075005.28+292944.3,1129037038648,19.56,0.22,117.51959,29.49280,53753.25359,0
075005.28+292944.3,1129037038648,19.44,0.21,117.51966,29.49316,53759.27011,0
075005.28+292944.3,1129037038648,19.31,0.19,117.51965,29.49299,53759.27438,0
075005.28+292944.3,1129037038648,19.67,0.23,117.51972,29.49295,53759.28300,0
075005.28+292944.3,1129037038648,19.23,0.18,117.51971,29.49289,54060.39031,0
075005.28+292944.3,1129037038648,19.26,0.18,117.51955,29.49297,54060.39686,0
075005.28+292944.3,1129037038648,19.83,0.24,117.51971,29.49300,54060.40339,0
075005.28+292944.3,1129037038648,19.27,0.18,117.51967,29.49300,54060.40996,0
075005.28+292944.3,1129037038648,19.30,0.18,117.51965,29.49278,54027.40354,0
075005.28+292944.3,1129037038648,19.43,0.19,117.51987,29.49319,54027.41284,0
075005.28+292944.3,1129037038648,19.73,0.22,117.51964,29.49300,54027.42213,0
075005.28+292944.3,1129037038648,19.64,0.24,117.51990,29.49327,54036.40307,0
075005.28+292944.3,1129037038648,19.47,0.24,117.52002,29.49286,54036.41700,0
075005.28+292944.3,1129037038648,19.73,0.25,117.51962,29.49325,54036.42397,0
075005.28+292944.3,1129037038648,19.37,0.19,117.51992,29.49287,54464.32349,0
075005.28+292944.3,1129037038648,20.29,0.31,117.51976,29.49310,54464.32996,0
075005.28+292944.3,1129037038648,19.77,0.24,117.51942,29.49305,54464.33644,0
075005.28+292944.3,1129037038648,19.39,0.19,117.51981,29.49321,54464.34296,0
075005.28+292944.3,1129037038648,19.55,0.23,117.52016,29.49274,54139.12633,0
075005.28+292944.3,1129037038648,19.50,0.22,117.51980,29.49307,54139.13172,0
075005.28+292944.3,1129037038648,19.77,0.23,117.51959,29.49287,54139.13714,0
075005.28+292944.3,1129037038648,19.36,0.19,117.51968,29.49335,54139.14256,0
075005.28+292944.3,1129037038648,19.18,0.18,117.51959,29.49388,54108.33986,0
075005.28+292944.3,1129037038648,19.46,0.20,117.51948,29.49279,54108.34689,0
075005.28+292944.3,1129037038648,19.67,0.22,117.51966,29.49278,54174.14005,0
075005.28+292944.3,1129037038648,19.75,0.23,117.51973,29.49287,54174.14543,0
075005.28+292944.3,1129037038648,19.77,0.23,117.51957,29.49306,54174.15082,0
075005.28+292944.3,1129037038648,19.70,0.23,117.51978,29.49332,54174.15620,0
075005.28+292944.3,1129037038648,19.87,0.31,117.51982,29.49330,54410.40056,0
075005.28+292944.3,1129037038648,19.85,0.31,117.51975,29.49296,54410.40544,0
075005.28+292944.3,1129037038648,20.39,0.40,117.51996,29.49319,54410.41031,0
075005.28+292944.3,1129037038648,19.65,0.22,117.52002,29.49329,54380.42525,0
075005.28+292944.3,1129037038648,19.12,0.17,117.51969,29.49316,54380.43256,0
075005.28+292944.3,1129037038648,19.42,0.20,117.52021,29.49326,54380.43982,0
075005.28+292944.3,1129037038648,19.47,0.20,117.51970,29.49297,54386.42168,0
075005.28+292944.3,1129037038648,19.56,0.21,117.51962,29.49280,54386.42874,0
075005.28+292944.3,1129037038648,19.83,0.24,117.51978,29.49305,54386.43575,0
075005.28+292944.3,1129037038648,18.75,0.15,117.51973,29.49291,54572.14705,0
075005.28+292944.3,1129037038648,18.94,0.16,117.51983,29.49306,54572.16454,0
075005.28+292944.3,1129037038648,19.35,0.25,117.51985,29.49304,54582.12998,0
075005.28+292944.3,1129037038648,19.56,0.28,117.51976,29.49311,54582.13505,0
075005.28+292944.3,1129037038648,19.70,0.22,117.51983,29.49316,54502.22398,0
075005.28+292944.3,1129037038648,19.44,0.20,117.51973,29.49291,54502.22923,0
075005.28+292944.3,1129037038648,19.68,0.22,117.52000,29.49312,54502.23445,0
075005.28+292944.3,1129037038648,19.67,0.22,117.51993,29.49314,54502.23970,0
075005.28+292944.3,1129037038648,19.74,0.22,117.51990,29.49296,54508.26833,0
075005.28+292944.3,1129037038648,19.71,0.23,117.51954,29.49306,54523.23088,0
075005.28+292944.3,1129037038648,19.34,0.19,117.51993,29.49310,54523.23811,0
075005.28+292944.3,1129037038648,19.30,0.19,117.52002,29.49316,54495.20773,0
075005.28+292944.3,1129037038648,19.69,0.23,117.51949,29.49311,54535.23949,0
075005.28+292944.3,1129037038648,19.32,0.19,117.51975,29.49295,54535.24618,0
075005.28+292944.3,1129037038648,19.99,0.26,117.51986,29.49293,54535.25290,0
075005.28+292944.3,1129037038648,19.50,0.21,117.51974,29.49336,54554.19133,0
075005.28+292944.3,1129037038648,19.75,0.24,117.51948,29.49301,54554.19861,0
075005.28+292944.3,1129037038648,19.93,0.26,117.51983,29.49309,54554.20589,0
075005.28+292944.3,1129037038648,19.69,0.23,117.51980,29.49293,54554.21319,0
075005.28+292944.3,1129037038648,19.36,0.19,117.51972,29.49297,54741.48020,0
075005.28+292944.3,1129037038648,19.51,0.20,117.51978,29.49313,54741.48757,0
075005.28+292944.3,1129037038648,19.37,0.19,117.52002,29.49326,54741.49483,0
075005.28+292944.3,1129037038648,19.23,0.18,117.51979,29.49305,54833.24278,0
075005.28+292944.3,1129037038648,19.22,0.18,117.51966,29.49291,54833.24768,0
075005.28+292944.3,1129037038648,19.32,0.19,117.51983,29.49292,54833.25253,0
075005.28+292944.3,1129037038648,19.70,0.22,117.51967,29.49279,54833.25741,0
075005.28+292944.3,1129037038648,19.97,0.26,117.51986,29.49308,54833.26223,0
075005.28+292944.3,1129037038648,18.95,0.16,117.51980,29.49310,54909.10757,0
075005.28+292944.3,1129037038648,19.59,0.21,117.51930,29.49275,54909.11309,0
075005.28+292944.3,1129037038648,19.89,0.25,117.52008,29.49294,54909.11848,0
075005.28+292944.3,1129037038648,19.37,0.19,117.51965,29.49312,54909.12391,0
075005.28+292944.3,1129037038648,19.48,0.22,117.51996,29.49297,55146.43645,0
075005.28+292944.3,1129037038648,19.18,0.19,117.51933,29.49304,55146.44367,0
075005.28+292944.3,1129037038648,19.88,0.26,117.52010,29.49303,55146.45313,0
075005.28+292944.3,1129037038648,19.26,0.20,117.51966,29.49320,55146.46045,0
075005.28+292944.3,1129037038648,19.59,0.27,117.51960,29.49290,55295.11873,0
075005.28+292944.3,1129037038648,19.93,0.33,117.52006,29.49307,55295.12865,0
075005.28+292944.3,1129037038648,19.94,0.33,117.51961,29.49288,55295.13359,0
075005.28+292944.3,1129037038648,19.19,0.16,117.51990,29.49303,55534.36896,0
075005.28+292944.3,1129037038648,20.00,0.24,117.51974,29.49312,55534.38577,0
075005.28+292944.3,1129037038648,19.47,0.20,117.51993,29.49287,55534.39414,0
075005.28+292944.3,1129037038648,19.06,0.17,117.51994,29.49316,55539.34608,0
075005.28+292944.3,1129037038648,19.27,0.19,117.51983,29.49312,55539.36129,0
075005.28+292944.3,1129037038648,19.24,0.19,117.51972,29.49297,55539.36880,0
075005.28+292944.3,1129037038648,19.63,0.29,117.51948,29.49312,55545.32626,0
075005.28+292944.3,1129037038648,19.61,0.22,117.51974,29.49306,55236.21213,0
075005.28+292944.3,1129037038648,20.07,0.28,117.51981,29.49247,55242.14169,0
075005.28+292944.3,1129037038648,19.73,0.24,117.51979,29.49282,55242.15028,0
075005.28+292944.3,1129037038648,19.31,0.19,117.51970,29.49289,55242.15887,0
075005.28+292944.3,1129037038648,19.96,0.26,117.51950,29.49293,55242.16745,0
075005.28+292944.3,1129037038648,19.57,0.21,117.51960,29.49310,55202.23371,0
075005.28+292944.3,1129037038648,19.50,0.21,117.51952,29.49292,55208.30059,0
075005.28+292944.3,1129037038648,19.69,0.23,117.51974,29.49305,55208.31448,0
075005.28+292944.3,1129037038648,19.40,0.20,117.51967,29.49299,55208.32144,0
075005.28+292944.3,1129037038648,19.75,0.24,117.51974,29.49293,55260.19353,0
075005.28+292944.3,1129037038648,19.52,0.21,117.51949,29.49306,55260.19807,0
075005.28+292944.3,1129037038648,19.98,0.27,117.51980,29.49323,55260.20264,0
075005.28+292944.3,1129037038648,20.02,0.27,117.51966,29.49312,55260.20719,0
075005.28+292944.3,1129037038648,20.45,0.37,117.51963,29.49276,55276.13194,0
075005.28+292944.3,1129037038648,19.60,0.22,117.51987,29.49282,55276.13898,0
075005.28+292944.3,1129037038648,20.44,0.34,117.51990,29.49256,55276.14592,0
075005.28+292944.3,1129037038648,19.32,0.21,117.51925,29.49282,55276.15287,0
075005.28+292944.3,1129037038648,19.53,0.21,117.51968,29.49307,55572.32809,0
075005.28+292944.3,1129037038648,20.00,0.27,117.51976,29.49300,55572.33966,0
075005.28+292944.3,1129037038648,20.04,0.28,117.52006,29.49324,55572.34546,0
075005.28+292944.3,1129037038648,19.22,0.18,117.51993,29.49322,55587.32563,0
075005.28+292944.3,1129037038648,19.01,0.17,117.52011,29.49315,55587.33252,0
075005.28+292944.3,1129037038648,19.44,0.21,117.52003,29.49293,55587.33938,0
075005.28+292944.3,1129037038648,19.48,0.21,117.51982,29.49314,55587.34631,0
075005.28+292944.3,1129037038648,19.41,0.20,117.51959,29.49284,55202.24655,0
075005.28+292944.3,1129037038648,19.67,0.22,117.51993,29.49290,55202.25229,0
075005.28+292944.3,1129037038648,19.38,0.21,117.51935,29.49291,55202.25804,0
075005.28+292944.3,1129037038648,19.47,0.20,117.51988,29.49297,55202.26376,0
075005.28+292944.3,1129037038648,19.80,0.24,117.51958,29.49307,55861.44593,0
075005.28+292944.3,1129037038648,19.63,0.22,117.52005,29.49287,55861.45280,0
075005.28+292944.3,1129037038648,19.55,0.21,117.51977,29.49285,55861.45965,0
075005.28+292944.3,1129037038648,19.13,0.17,117.51989,29.49320,55861.46663,0
075005.28+292944.3,1129037038648,19.81,0.25,117.52004,29.49271,55832.48270,0
075005.28+292944.3,1129037038648,19.54,0.22,117.52009,29.49292,55832.48777,0
075005.28+292944.3,1129037038648,19.79,0.25,117.51997,29.49301,55919.22083,0
075005.28+292944.3,1129037038648,19.21,0.19,117.52018,29.49301,55919.22881,0
075005.28+292944.3,1129037038648,19.64,0.23,117.51979,29.49320,55919.23686,0
075005.28+292944.3,1129037038648,20.17,0.30,117.51947,29.49289,55919.24487,0
075005.28+292944.3,1129037038648,19.78,0.28,117.51995,29.49296,56246.39447,0
075005.28+292944.3,1129037038648,19.53,0.23,117.52005,29.49277,56246.40295,0
075005.28+292944.3,1129037038648,19.92,0.30,117.51948,29.49295,56246.41144,0
075005.28+292944.3,1129037038648,20.00,0.30,117.51986,29.49293,56246.41991,0
075005.28+292944.3,1129037038648,19.74,0.24,117.52004,29.49295,56281.30381,0
075005.28+292944.3,1129037038648,19.28,0.19,117.51983,29.49297,56281.31223,0
075005.28+292944.3,1129037038648,19.75,0.24,117.51992,29.49302,56281.32080,0
075005.28+292944.3,1129037038648,19.54,0.21,117.51976,29.49315,56281.32935,0
075005.28+292944.3,1129037038648,19.49,0.18,117.51960,29.49297,56307.26267,0
075005.28+292944.3,1129037038648,19.68,0.20,117.51976,29.49296,56307.26879,0
075005.28+292944.3,1129037038648,19.69,0.20,117.51957,29.49306,56307.27497,0
075005.28+292944.3,1129037038648,19.45,0.18,117.52005,29.49312,56307.28119,0
075005.28+292944.3,1129037038648,19.44,0.21,117.52007,29.49314,56340.18357,0
075005.28+292944.3,1129037038648,19.22,0.18,117.51981,29.49294,56340.18971,0
075005.28+292944.3,1129037038648,19.05,0.17,117.52000,29.49290,56340.19586,0
075005.28+292944.3,1129037038648,19.45,0.21,117.51985,29.49308,56340.20201,0
075005.28+292944.3,1129037038648,19.74,0.24,117.51978,29.49289,56368.11239,0
075005.28+292944.3,1129037038648,19.38,0.20,117.51945,29.49296,56368.11916,0
075005.28+292944.3,1129037038648,20.03,0.28,117.52004,29.49283,56368.12594,0
075005.28+292944.3,1129037038648,19.31,0.20,117.51973,29.49311,56368.13273,0
075005.28+292944.3,1129037038648,19.07,0.18,117.51948,29.49280,56560.44481,0
075005.28+292944.3,1129037038648,19.82,0.25,117.51971,29.49297,56560.45826,0
075005.28+292944.3,1129037038803,20.38,0.33,117.51952,29.49845,53733.31437,0
075005.28+292944.3,1129037038803,21.12,0.49,117.51988,29.49859,54082.36147,0
075005.28+292944.3,1129037038803,21.16,0.54,117.51962,29.49874,53794.19671,0
075005.28+292944.3,1129037038803,21.28,0.55,117.51916,29.49873,53740.32302,0
075005.28+292944.3,1129037038803,19.75,0.24,117.51989,29.49969,53753.24069,0
075005.28+292944.3,1129037038803,20.32,0.32,117.51959,29.49864,53753.25999,0
075005.28+292944.3,1129037038803,21.12,0.51,117.52051,29.49832,53759.27438,0
075005.28+292944.3,1129037038803,20.69,0.39,117.51964,29.49862,54139.14256,0
075005.28+292944.3,1129037038803,20.58,0.36,117.52032,29.49874,54502.22398,0
075005.28+292944.3,1129037038803,20.56,0.36,117.51994,29.49881,54535.25290,0
075005.28+292944.3,1129037038803,20.52,0.35,117.52007,29.49922,54535.25958,0
075005.28+292944.3,1129037038803,20.28,0.31,117.51895,29.49858,54554.19133,0
075005.28+292944.3,1129037038803,20.65,0.37,117.52046,29.49853,54833.24278,0
075005.28+292944.3,1129037038803,20.93,0.43,117.52022,29.49873,54833.24768,0
075005.28+292944.3,1129037038803,20.39,0.32,117.51997,29.49861,54833.25253,0
075005.28+292944.3,1129037038803,20.23,0.29,117.51994,29.49860,54833.25741,0
075005.28+292944.3,1129037038803,19.66,0.22,117.51972,29.49897,54909.12391,0
075005.28+292944.3,1129037038803,19.97,0.28,117.51948,29.49852,55146.44367,0
075005.28+292944.3,1129037038803,20.52,0.37,117.52011,29.49855,55146.45313,0
075005.28+292944.3,1129037038803,20.39,0.32,117.51995,29.49884,55534.39414,0
075005.28+292944.3,1129037038803,20.20,0.30,117.51982,29.49844,55208.32144,0
075005.28+292944.3,1129037038803,21.05,0.48,117.51995,29.49911,55260.19807,0
075005.28+292944.3,1129037038803,20.29,0.33,117.51964,29.49894,55202.25804,0
075005.28+292944.3,1129037038803,20.50,0.36,117.52045,29.49816,55832.47756,0
075005.28+292944.3,1129037038803,20.66,0.39,117.52021,29.49881,55832.48270,0
075005.28+292944.3,1129037038803,20.54,0.31,117.51933,29.49902,56307.26879,0
075005.28+292944.3,1129037038803,20.27,0.31,117.51984,29.49869,56340.20201,0
075005.28+292944.3,1129037038803,19.90,0.26,117.52009,29.49844,56368.11239,0
075005.28+292944.3,1129037038803,20.14,0.30,117.52002,29.49870,56368.12594,0
075005.28+292944.3,1129037038859,18.25,0.13,117.52186,29.49563,53470.14115,0
075005.28+292944.3,1129037038859,18.18,0.13,117.52199,29.49555,53470.14843,0
075005.28+292944.3,1129037038859,18.13,0.12,117.52206,29.49555,53470.15576,0
075005.28+292944.3,1129037038859,18.24,0.13,117.52200,29.49560,53470.16309,0
075005.28+292944.3,1129037038859,18.27,0.13,117.52194,29.49553,53479.17808,0
075005.28+292944.3,1129037038859,18.18,0.12,117.52200,29.49584,53479.18345,0
075005.28+292944.3,1129037038859,18.52,0.14,117.52201,29.49573,53479.18884,0
075005.28+292944.3,1129037038859,18.25,0.13,117.52194,29.49553,53479.19424,0
075005.28+292944.3,1129037038859,18.01,0.11,117.52177,29.49568,53490.13218,0
075005.28+292944.3,1129037038859,18.26,0.12,117.52215,29.49566,53490.13871,0
075005.28+292944.3,1129037038859,18.31,0.12,117.52192,29.49567,53490.14522,0
075005.28+292944.3,1129037038859,18.02,0.11,117.52213,29.49557,53490.15173,0
075005.28+292944.3,1129037038859,17.98,0.11,117.52204,29.49565,53725.23517,0
075005.28+292944.3,1129037038859,18.06,0.11,117.52185,29.49563,53725.24319,0
075005.28+292944.3,1129037038859,17.90,0.11,117.52198,29.49555,53725.25122,0
075005.28+292944.3,1129037038859,18.20,0.12,117.52215,29.49574,53725.25924,0
075005.28+292944.3,1129037038859,18.16,0.12,117.52198,29.49577,53730.37288,0
075005.28+292944.3,1129037038859,18.20,0.13,117.52198,29.49565,53730.37856,0
075005.28+292944.3,1129037038859,18.10,0.12,117.52203,29.49574,53730.39256,0
075005.28+292944.3,1129037038859,17.98,0.11,117.52200,29.49567,53730.39823,0
075005.28+292944.3,1129037038859,18.30,0.12,117.52195,29.49568,53731.36237,0
075005.28+292944.3,1129037038859,17.92,0.11,117.52159,29.49514,53731.37136,0
075005.28+292944.3,1129037038859,18.12,0.12,117.52191,29.49578,53731.37996,0
075005.28+292944.3,1129037038859,17.99,0.11,117.52169,29.49534,53731.38875,0
075005.28+292944.3,1129037038859,18.32,0.12,117.52193,29.49566,53733.30649,0
075005.28+292944.3,1129037038859,18.23,0.12,117.52188,29.49556,53733.31437,0
075005.28+292944.3,1129037038859,18.25,0.12,117.52194,29.49559,53733.32213,0
075005.28+292944.3,1129037038859,18.05,0.11,117.52207,29.49568,53733.32995,0
075005.28+292944.3,1129037038859,18.12,0.12,117.52208,29.49558,53702.42834,0
075005.28+292944.3,1129037038859,18.04,0.11,117.52198,29.49561,53702.43379,0
075005.28+292944.3,1129037038859,18.32,0.13,117.52198,29.49577,53702.43920,0
075005.28+292944.3,1129037038859,18.26,0.12,117.52189,29.49561,53702.44458,0
075005.28+292944.3,1129037038859,18.22,0.13,117.52206,29.49558,53645.47018,0
075005.28+292944.3,1129037038859,18.29,0.13,117.52200,29.49562,53645.47670,0
075005.28+292944.3,1129037038859,18.02,0.12,117.52184,29.49556,53645.48321,0
075005.28+292944.3,1129037038859,17.97,0.12,117.52201,29.49562,53645.48973,0
075005.28+292944.3,1129037038859,17.82,0.11,117.52200,29.49562,53657.42068,0
075005.28+292944.3,1129037038859,18.05,0.12,117.52162,29.49538,53657.42513,0
075005.28+292944.3,1129037038859,18.16,0.13,117.52203,29.49557,53657.42945,0
075005.28+292944.3,1129037038859,18.18,0.13,117.52216,29.49574,53657.43375,0
075005.28+292944.3,1129037038859,18.17,0.12,117.52200,29.49572,53669.46720,0
075005.28+292944.3,1129037038859,18.07,0.11,117.52212,29.49575,53669.47418,0
075005.28+292944.3,1129037038859,18.22,0.12,117.52202,29.49558,53669.48116,0
075005.28+292944.3,1129037038859,18.09,0.11,117.52198,29.49557,53669.48815,0
075005.28+292944.3,1129037038859,18.22,0.12,117.52214,29.49555,53849.12510,0
075005.28+292944.3,1129037038859,17.98,0.11,117.52189,29.49569,53849.13171,0
075005.28+292944.3,1129037038859,18.25,0.13,117.52184,29.49567,53849.13822,0
075005.28+292944.3,1129037038859,18.29,0.13,117.52198,29.49554,53849.14469,0
075005.28+292944.3,1129037038859,18.46,0.34,117.52187,29.49543,54080.50247,0
075005.28+292944.3,1129037038859,18.31,0.31,117.52203,29.49550,54080.50347,0
075005.28+292944.3,1129037038859,18.04,0.27,117.52192,29.49577,54080.50448,0
075005.28+292944.3,1129037038859,17.83,0.10,117.52149,29.49523,54082.34809,0
075005.28+292944.3,1129037038859,18.20,0.12,117.52196,29.49571,54082.35481,0
075005.28+292944.3,1129037038859,18.26,0.12,117.52203,29.49568,54082.36147,0
075005.28+292944.3,1129037038859,18.16,0.12,117.52193,29.49554,54082.36809,0
075005.28+292944.3,1129037038859,18.10,0.11,117.52197,29.49556,54092.41165,0
075005.28+292944.3,1129037038859,18.18,0.11,117.52201,29.49563,54092.41648,0
075005.28+292944.3,1129037038859,18.21,0.12,117.52189,29.49569,54092.42133,0
075005.28+292944.3,1129037038859,18.32,0.12,117.52195,29.49565,54092.42618,0
075005.28+292944.3,1129037038859,18.01,0.11,117.52195,29.49571,53794.18478,0
075005.28+292944.3,1129037038859,18.11,0.12,117.52204,29.49565,53794.19076,0
075005.28+292944.3,1129037038859,18.30,0.13,117.52201,29.49567,53794.19671,0
075005.28+292944.3,1129037038859,18.18,0.12,117.52184,29.49558,53794.20264,0
075005.28+292944.3,1129037038859,18.08,0.11,117.52212,29.49576,53740.29290,0
075005.28+292944.3,1129037038859,18.14,0.12,117.52203,29.49568,53740.30294,0
075005.28+292944.3,1129037038859,18.03,0.11,117.52220,29.49573,53740.31300,0
075005.28+292944.3,1129037038859,18.21,0.12,117.52202,29.49563,53740.32302,0
075005.28+292944.3,1129037038859,18.25,0.12,117.52206,29.49580,53753.24069,0
075005.28+292944.3,1129037038859,18.00,0.11,117.52173,29.49549,53753.24717,0
075005.28+292944.3,1129037038859,18.12,0.12,117.52199,29.49561,53753.25359,0
075005.28+292944.3,1129037038859,17.79,0.10,117.52142,29.49518,53753.25999,0
075005.28+292944.3,1129037038859,17.78,0.10,117.52207,29.49576,53759.27011,0
075005.28+292944.3,1129037038859,18.28,0.12,117.52196,29.49559,53759.27438,0
075005.28+292944.3,1129037038859,17.69,0.11,117.52142,29.49518,53759.27867,0
