tid,mjd,magpsf_corr,sigmapsf,fid,source_name
ztf,60675.5334954001,17.376966,0.083261855,2,152942.19+350851.3
ztf,60679.5567361,17.544186,0.09155124,1,152942.19+350851.3
ztf,60681.57474539988,17.51481,0.07867208,1,152942.19+350851.3
ztf,60686.44635420013,17.327522,0.078693956,2,152942.19+350851.3
ztf,60688.451759300195,17.47618,0.13937046,1,152942.19+350851.3
ztf,60690.470694399904,17.482502,0.12469863,1,152942.19+350851.3
ztf,60690.5485069002,17.346493,0.09789242,2,152942.19+350851.3
ztf,60692.5181481,17.348146,0.06795741,2,152942.19+350851.3
ztf,60692.53493059985,17.517277,0.078544706,1,152942.19+350851.3
ztf,60695.495243099984,17.31875,0.06840669,2,152942.19+350851.3
ztf,60695.52914350014,17.510708,0.0781504,1,152942.19+350851.3
ztf,60705.409548600204,17.328714,0.06646914,2,152942.19+350851.3
ztf,60710.4728472,17.308641,0.10758341,2,152942.19+350851.3
ztf,60710.5341897998,17.340002,0.064319156,2,152942.19+350851.3
ztf,60721.49878469994,17.387665,0.10673412,2,152942.19+350851.3
ztf,60721.533194399904,17.488659,0.10068988,1,152942.19+350851.3
ztf,60723.40958329989,17.31712,0.083344,2,152942.19+350851.3
ztf,60723.455613399856,17.527653,0.13907096,1,152942.19+350851.3
ztf,60725.44819439994,17.513474,0.069038,1,152942.19+350851.3
ztf,60727.446909700055,17.50412,0.069411494,1,152942.19+350851.3
ztf,60729.43299769983,17.485111,0.07640927,1,152942.19+350851.3
ztf,60731.46871529985,17.50774,0.058839984,1,152942.19+350851.3
ztf,60733.349108799826,17.495361,0.10503017,1,152942.19+350851.3
ztf,60733.38190970011,17.422556,0.07454661,2,152942.19+350851.3
ztf,60743.40638889978,17.356482,0.08554014,2,152942.19+350851.3
ztf,60743.45113429986,17.538006,0.08312809,1,152942.19+350851.3
ztf,60750.4015740999,17.519457,0.08655716,1,152942.19+350851.3
ztf,60753.50569440005,17.505718,0.106466725,1,152942.19+350851.3
ztf,60756.41228009993,17.464687,0.06943307,1,152942.19+350851.3
ztf,60758.43394679995,17.510303,0.074605525,1,152942.19+350851.3
ztf,60771.41482640011,17.266165,0.089365,2,152942.19+350851.3
ztf,60773.34293980012,17.415428,0.062897176,1,152942.19+350851.3
ztf,60775.34290509997,17.390371,0.08338317,1,152942.19+350851.3
ztf,60785.32489580009,17.401585,0.06336429,1,152942.19+350851.3
ztf,60787.411018500105,17.358816,0.06417015,1,152942.19+350851.3
ztf,60794.406990699936,17.343008,0.08457604,1,152942.19+350851.3
ztf,60797.33920140006,17.319742,0.04930049,1,152942.19+350851.3
ztf,60803.42890049983,17.30463,0.057403807,1,152942.19+350851.3
ztf,60805.30730320001,17.322435,0.061649173,1,152942.19+350851.3
ztf,60805.380891200155,17.197952,0.06504087,2,152942.19+350851.3
ztf,60807.24450229993,17.332968,0.08009368,1,152942.19+350851.3
ztf,60807.33792820014,17.17974,0.091135256,2,152942.19+350851.3
ztf,60811.42591439979,17.313635,0.055758134,1,152942.19+350851.3
ztf,60816.32940969989,17.326649,0.06737462,1,152942.19+350851.3
ztf,60818.32192130014,17.339565,0.06147634,1,152942.19+350851.3
ztf,60820.362071800046,17.297909,0.05606362,1,152942.19+350851.3
ztf,60822.320983800106,17.301828,0.0571901,1,152942.19+350851.3
ztf,60824.37983800005,17.330662,0.05571206,1,152942.19+350851.3
ztf,60828.32714120019,17.349972,0.08057374,1,152942.19+350851.3
ztf,60833.40399309993,17.372593,0.071149,1,152942.19+350851.3
ztf,60841.318495399784,17.244566,0.06308098,2,152942.19+350851.3
ztf,60847.24802079983,17.447271,0.08251768,1,152942.19+350851.3
ztf,60847.26526620006,17.271439,0.05985364,2,152942.19+350851.3
ztf,60849.24069439992,17.282042,0.0547819,2,152942.19+350851.3
ztf,60849.40265050018,17.426397,0.080306485,1,152942.19+350851.3
ztf,60856.286886599846,17.272875,0.059233233,2,152942.19+350851.3
ztf,60856.33157410007,17.457594,0.07206978,1,152942.19+350851.3
ztf,60858.276481499895,17.288622,0.051009513,2,152942.19+350851.3
ztf,60858.327372699976,17.455338,0.057870355,1,152942.19+350851.3
ztf,60860.191064800136,17.455956,0.06432688,1,152942.19+350851.3
ztf,60860.34263890004,17.306232,0.06965411,2,152942.19+350851.3
ztf,60900.18140049977,17.725996,0.0743661,1,152942.19+350851.3
ztf,60902.21789349988,17.759909,0.110477656,1,152942.19+350851.3
ztf,60904.177766200155,17.741035,0.0657159,1,152942.19+350851.3
ztf,60910.18112270022,17.514948,0.070186585,2,152942.19+350851.3
ztf,60910.19711809978,17.82633,0.13949132,1,152942.19+350851.3
ztf,60916.21872689994,17.550343,0.09128163,2,152942.19+350851.3
ztf,60923.14190969989,17.834349,0.1016493,1,152942.19+350851.3
ztf,60923.196388899814,17.554161,0.11805284,2,152942.19+350851.3
ztf,60950.132141199894,17.965424,0.18617605,1,152942.19+350851.3
ztf,60950.15060190018,17.648882,0.1580493,2,152942.19+350851.3
ztf,60953.12379630003,17.91756,0.15335046,1,152942.19+350851.3
ztf,60953.16173609998,17.62988,0.17741394,2,152942.19+350851.3
ztf,60955.11950229993,17.64122,0.20409054,2,152942.19+350851.3
ztf,60957.120185200125,17.959238,0.18410885,1,152942.19+350851.3
ztf,61037.52856480004,18.02773,0.20049535,1,152942.19+350851.3
ztf,61037.5563542,17.71132,0.311116,2,152942.19+350851.3
ztf,61049.52782410011,17.709082,0.18857424,2,152942.19+350851.3
ztf,61052.51937500015,17.698288,0.15198193,2,152942.19+350851.3
ztf,61052.54656249983,18.009253,0.15077329,1,152942.19+350851.3
ztf,61054.497430600226,18.001184,0.12063009,1,152942.19+350851.3
ztf,61054.548460599966,17.704979,0.11811655,2,152942.19+350851.3
ztf,61056.493263899814,17.704277,0.1424689,2,152942.19+350851.3
ztf,61056.5384837999,18.00006,0.14148803,1,152942.19+350851.3
ztf,61058.55819439981,18.006067,0.10665306,1,152942.19+350851.3
ztf,61060.51865739981,17.69925,0.12534449,2,152942.19+350851.3
ztf,61060.5302893999,18.014606,0.119966105,1,152942.19+350851.3
ztf,61065.47129630018,17.708054,0.11893282,2,152942.19+350851.3
ztf,61071.48650459992,17.995413,0.18150042,1,152942.19+350851.3
ztf,61077.508333299775,17.99651,0.11548175,1,152942.19+350851.3
ztf,58481.429282399826,18.229115,0.199035,2,075005.28+292944.3
ztf,58486.45072920015,18.20929,0.261152,2,075005.28+292944.3
ztf,58490.21436339989,18.246155,0.221383,2,075005.28+292944.3
ztf,58493.23468750017,18.574419,0.300939,1,075005.28+292944.3
ztf,58507.257118099835,18.208607,0.20711564,2,075005.28+292944.3
ztf,60185.50879629981,18.139511,0.21632178,2,075005.28+292944.3
ztf,60198.50336810015,18.208937,0.20958152,2,075005.28+292944.3
ztf,60214.501643499825,18.239273,0.235291,2,075005.28+292944.3
ztf,60232.45075230021,18.567581,0.267418,1,075005.28+292944.3
ztf,60232.46254630014,18.543922,0.232647,1,075005.28+292944.3
ztf,60234.4328935002,18.235147,0.21501125,2,075005.28+292944.3
ztf,60288.42009259993,18.218575,0.219848,2,075005.28+292944.3
ztf,60290.47592590004,18.570187,0.248076,1,075005.28+292944.3
ztf,60292.380613400135,18.22031,0.15919003,2,075005.28+292944.3
ztf,60292.462754600216,18.5781,0.16265766,1,075005.28+292944.3
ztf,60292.483298600186,18.564,0.14526036,1,075005.28+292944.3
ztf,60292.50383100007,18.570415,0.15060757,1,075005.28+292944.3
ztf,60292.52644680021,18.582066,0.18333349,1,075005.28+292944.3
ztf,60292.543310199864,18.592499,0.17721072,1,075005.28+292944.3
ztf,60293.35038190009,18.582134,0.267702,1,075005.28+292944.3
ztf,60293.36091439985,18.558624,0.16003007,1,075005.28+292944.3
ztf,60293.4136806,18.24551,0.17290045,2,075005.28+292944.3
ztf,60293.47920140019,18.572819,0.19577615,1,075005.28+292944.3
ztf,60293.48394680023,18.59055,0.18906379,1,075005.28+292944.3
ztf,60357.31576390006,18.24815,0.21364084,2,075005.28+292944.3
ztf,59639.462835600134,18.905643,0.275292,2,150348.33+193941.3
ztf,59641.44370369986,18.934843,0.259043,2,150348.33+193941.3
ztf,59641.47812499991,19.513287,0.20391922,1,150348.33+193941.3
ztf,59675.402638900094,18.911533,0.266511,2,150348.33+193941.3
ztf,59679.37504629977,18.930098,0.21030019,2,150348.33+193941.3
ztf,59693.31231479999,19.007677,0.21440087,2,150348.33+193941.3
ztf,59693.433576399926,19.53504,0.264555,1,150348.33+193941.3
ztf,59695.3698148001,19.625679,0.247863,1,150348.33+193941.3
ztf,59697.28276620014,19.545467,0.20186782,1,150348.33+193941.3
ztf,59697.358645800035,19.018913,0.21295637,2,150348.33+193941.3
ztf,59700.29821760021,19.016987,0.20463188,2,150348.33+193941.3
ztf,59700.33929400006,19.568274,0.242328,1,150348.33+193941.3
ztf,59702.300162000116,19.531857,0.20783159,1,150348.33+193941.3
ztf,59702.34148149984,18.965054,0.19487277,2,150348.33+193941.3
ztf,59707.31200229982,18.935917,0.18863562,2,150348.33+193941.3
ztf,59707.34108800022,19.00514,0.227481,2,150348.33+193941.3
ztf,59710.294803199824,19.6679,0.295798,1,150348.33+193941.3
ztf,59719.27519680001,18.976345,0.225515,2,150348.33+193941.3
ztf,59719.2958217999,18.917425,0.234867,2,150348.33+193941.3
ztf,59722.352580999956,19.48243,0.231809,1,150348.33+193941.3
ztf,59724.29712959984,18.960278,0.21651335,2,150348.33+193941.3
ztf,59724.341898099985,19.533592,0.272098,1,150348.33+193941.3
ztf,59726.31770829996,19.47263,0.271519,1,150348.33+193941.3
ztf,59726.37451389991,18.926525,0.195845,2,150348.33+193941.3
ztf,59730.25303239981,18.917824,0.277351,2,150348.33+193941.3
ztf,59730.32990740007,19.60731,0.18813506,1,150348.33+193941.3
ztf,59732.2277199002,18.902159,0.245221,2,150348.33+193941.3
ztf,59732.27552080015,19.49263,0.230926,1,150348.33+193941.3
ztf,59734.29836810008,19.483051,0.231197,1,150348.33+193941.3
ztf,59736.22831019992,18.930775,0.222534,2,150348.33+193941.3
ztf,59736.30771989981,19.461689,0.21012563,1,150348.33+193941.3
ztf,59752.22347219987,19.524237,0.226144,1,150348.33+193941.3
ztf,59754.235347200185,19.467506,0.308807,1,150348.33+193941.3
ztf,59757.2334838002,19.55588,0.19666249,1,150348.33+193941.3
ztf,59878.45591440005,,0.330035,1,092158.92+034235.7
ztf,59881.49773149984,18.561728,0.20692423,2,092158.92+034235.7
ztf,59900.48480319977,,0.326979,1,092158.92+034235.7
ztf,59902.443993099965,,0.297011,1,092158.92+034235.7
ztf,59904.419421299826,,0.280891,1,092158.92+034235.7
ztf,59904.46770829987,18.55362,0.20338447,2,092158.92+034235.7
ztf,59906.42364579998,19.13118,0.252511,1,092158.92+034235.7
ztf,59906.44340279978,18.585297,0.317795,2,092158.92+034235.7
ztf,59909.42581020016,18.575811,0.291091,2,092158.92+034235.7
ztf,59909.46491899993,,0.20101336,1,092158.92+034235.7
ztf,59913.35200229986,,0.314743,1,092158.92+034235.7
ztf,59913.4294906999,18.513958,0.19283058,2,092158.92+034235.7
ztf,59932.44115740014,,0.17626452,1,092158.92+034235.7
ztf,59934.5232406999,,0.229372,1,092158.92+034235.7
ztf,59936.42015049979,18.447422,0.16272241,2,092158.92+034235.7
ztf,59936.44528939994,,0.21214828,1,092158.92+034235.7
ztf,60017.21446759999,,0.1829402,1,092158.92+034235.7
ztf,60031.26164350007,18.55839,0.225089,2,092158.92+034235.7
ztf,60042.21149310004,18.54979,0.302334,2,092158.92+034235.7
ztf,60044.15310190013,,0.232541,1,092158.92+034235.7
ztf,60044.17298609996,18.553247,0.2071366,2,092158.92+034235.7
ztf,60046.156423599925,,0.290759,2,092158.92+034235.7
ztf,60046.19318290008,,0.17468466,1,092158.92+034235.7
ztf,60050.20621530013,18.569572,0.238265,2,092158.92+034235.7
ztf,60052.22704860009,,0.222585,1,092158.92+034235.7
ztf,60054.1744328998,19.130074,0.21652909,1,092158.92+034235.7
ztf,60056.16439810023,18.577232,0.311221,2,092158.92+034235.7
ztf,60056.20792819979,19.184347,0.2542,1,092158.92+034235.7
ztf,60058.177766200155,19.145945,0.347644,1,092158.92+034235.7
ztf,60058.22416670015,18.52513,0.247291,2,092158.92+034235.7
ztf,60077.1698264,18.51018,0.20438111,2,092158.92+034235.7
ztf,60314.411643499974,,0.307942,1,092158.92+034235.7
ztf,60321.42231479986,,0.299353,1,092158.92+034235.7
ztf,60324.37807870004,,0.235398,1,092158.92+034235.7
ztf,60324.44209490018,18.571274,0.29809,2,092158.92+034235.7
ztf,60326.32027779985,,0.267987,1,092158.92+034235.7
ztf,60326.40082179988,18.563421,0.20962568,2,092158.92+034235.7
ztf,60352.25695599988,19.096819,0.273193,1,092158.92+034235.7
ztf,60354.3117244998,,0.304691,1,092158.92+034235.7
ztf,60354.36568289995,18.563545,0.17511635,2,092158.92+034235.7
ztf,60378.23298610002,18.565252,0.23408,2,092158.92+034235.7
ztf,60388.24837959977,18.514532,0.235198,2,092158.92+034235.7
ztf,60397.25545139983,18.519249,0.222393,2,092158.92+034235.7
ztf,60403.24901620019,18.565296,0.21096416,2,092158.92+034235.7
ztf,60707.3201156999,18.699768,0.306657,2,092158.92+034235.7
ztf,60707.34344909992,,0.267889,1,092158.92+034235.7
ztf,60707.4348726999,,0.259041,1,092158.92+034235.7
ztf,60708.295567099936,19.39041,0.253064,1,092158.92+034235.7
ztf,60708.31886570016,18.712416,0.18913157,2,092158.92+034235.7
ztf,60708.36548609985,18.7106,0.234447,2,092158.92+034235.7
ztf,60708.45887729991,18.690659,0.1908673,2,092158.92+034235.7
ztf,60709.381585599855,18.67086,0.20041855,2,092158.92+034235.7
ztf,60922.51798610017,18.364931,0.213808,2,083325.69+391204.7
ztf,60929.509606500156,18.397795,0.21642216,2,083325.69+391204.7
ztf,60929.51358800009,18.333958,0.254383,2,083325.69+391204.7
ztf,60930.513981500175,18.378742,0.1461123,2,083325.69+391204.7
ztf,60930.51797450008,18.371885,0.20545377,2,083325.69+391204.7
ztf,58725.39076389978,19.300545,0.281304,1,001255.59+014750.9
ztf,58725.396863400005,19.281284,0.259379,1,001255.59+014750.9
ztf,58726.451180600096,19.291647,0.282144,1,001255.59+014750.9
ztf,58733.39920140011,19.229254,0.2148189,2,001255.59+014750.9
ztf,58733.441747699864,19.382729,0.259353,1,001255.59+014750.9
ztf,58746.45662039984,19.64175,0.245617,1,001255.59+014750.9
ztf,58749.32090280019,19.403025,0.21181314,1,001255.59+014750.9
ztf,58754.28994210018,19.435335,0.319404,1,001255.59+014750.9
ztf,58760.351041700225,19.501257,0.19652109,1,001255.59+014750.9
ztf,58781.2477545999,19.29039,0.350351,2,001255.59+014750.9
ztf,58785.21459490014,19.489042,0.19638297,1,001255.59+014750.9
ztf,59026.47388890013,19.262375,0.228803,2,001255.59+014750.9
ztf,59044.4607406999,19.270863,0.17080162,2,001255.59+014750.9
ztf,59047.419953700155,19.334263,0.18120958,2,001255.59+014750.9
ztf,59047.45376159996,19.579264,0.16783804,1,001255.59+014750.9
ztf,59050.437650499865,19.41643,0.225665,1,001255.59+014750.9
ztf,59050.476967600174,19.249895,0.17578718,2,001255.59+014750.9
ztf,59053.459907399956,19.278355,0.18410958,2,001255.59+014750.9
ztf,59056.44011570001,19.453758,0.1762156,1,001255.59+014750.9
ztf,59060.439143499825,19.191555,0.256678,2,001255.59+014750.9
ztf,59060.46071759984,19.349768,0.245948,1,001255.59+014750.9
ztf,59063.45953699993,19.476576,0.255088,1,001255.59+014750.9
ztf,59071.47847220022,19.61807,0.200012,1,001255.59+014750.9
ztf,59072.37582179997,19.515131,0.234649,1,001255.59+014750.9
ztf,59072.47807870014,19.2677,0.20588057,2,001255.59+014750.9
ztf,59073.41005790001,19.56358,0.18568578,1,001255.59+014750.9
ztf,59075.37590279989,19.526127,0.18155341,1,001255.59+014750.9
ztf,59075.40657409979,19.47257,0.2132997,1,001255.59+014750.9
ztf,59075.46087960014,19.287294,0.222338,2,001255.59+014750.9
ztf,59077.410451400094,19.573895,0.1699965,1,001255.59+014750.9
ztf,59078.40854169987,19.541494,0.15871425,1,001255.59+014750.9
ztf,59078.40854169987,19.541494,0.15871425,1,001255.59+014750.9
ztf,59079.40210650023,19.291029,0.223144,2,001255.59+014750.9
ztf,59080.43540510023,19.600376,0.18586336,1,001255.59+014750.9
ztf,59081.419930600096,19.432785,0.19601439,2,001255.59+014750.9
ztf,59081.4629861,19.667206,0.16532397,1,001255.59+014750.9
ztf,59082.38596059987,19.543385,0.345635,1,001255.59+014750.9
ztf,59085.396643499844,19.515724,0.1661407,1,001255.59+014750.9
ztf,59087.381215299945,19.288363,0.229254,2,001255.59+014750.9
ztf,59088.400080999825,19.2372,0.254979,2,001255.59+014750.9
ztf,59088.473275499884,19.536392,0.19180425,1,001255.59+014750.9
ztf,59089.346226899885,19.586113,0.19191553,1,001255.59+014750.9
ztf,59090.33200229984,19.75402,0.240417,1,001255.59+014750.9
ztf,59091.32636569999,19.604395,0.280418,1,001255.59+014750.9
ztf,59107.310624999925,19.371813,0.20512371,2,001255.59+014750.9
ztf,59107.35584490001,19.711506,0.2137041,1,001255.59+014750.9
ztf,59107.38521989994,19.650051,0.248475,1,001255.59+014750.9
ztf,59110.34693290014,19.532713,0.227033,1,001255.59+014750.9
ztf,59110.36166669987,19.381287,0.220134,2,001255.59+014750.9
ztf,59111.369328700006,19.607975,0.15575276,1,001255.59+014750.9
ztf,59113.30384259997,19.255062,0.257363,2,001255.59+014750.9
ztf,59113.35913190013,19.627287,0.18456492,1,001255.59+014750.9
ztf,59115.329224499874,19.347813,0.227511,2,001255.59+014750.9
ztf,59117.28386570001,19.563192,0.16604945,1,001255.59+014750.9
ztf,59118.26434030011,19.30693,0.229532,2,001255.59+014750.9
ztf,59119.35980319977,19.625942,0.222865,1,001255.59+014750.9
ztf,59119.38125000009,19.280657,0.2818,2,001255.59+014750.9
ztf,59120.30296299979,19.80475,0.229054,1,001255.59+014750.9
ztf,59121.33819440007,19.888586,0.239978,1,001255.59+014750.9
ztf,59129.33010420017,19.542385,0.21078487,1,001255.59+014750.9
ztf,59131.23266200023,19.233835,0.232545,2,001255.59+014750.9
ztf,59131.315775500145,19.58435,0.21085894,1,001255.59+014750.9
ztf,59134.26975690015,19.625973,0.17811616,1,001255.59+014750.9
ztf,59136.23585649999,19.578411,0.14322646,1,001255.59+014750.9
ztf,59136.29868059978,19.43047,0.16916297,2,001255.59+014750.9
ztf,59138.259062500205,19.611292,0.19651128,1,001255.59+014750.9
ztf,59140.275590300094,19.626911,0.18056153,1,001255.59+014750.9
ztf,59144.23177079996,19.248466,0.21655892,2,001255.59+014750.9
ztf,59144.31913190009,19.637877,0.13334593,1,001255.59+014750.9
ztf,59155.16766199982,19.767277,0.28375,1,001255.59+014750.9
ztf,59157.29193289997,19.869286,0.21155667,1,001255.59+014750.9
ztf,59164.254247699864,19.822954,0.237669,1,001255.59+014750.9
ztf,59164.27858800022,19.528254,0.17844744,2,001255.59+014750.9
ztf,59167.25437500002,19.785255,0.14820111,1,001255.59+014750.9
ztf,59169.19041670021,19.505976,0.14798701,2,001255.59+014750.9
ztf,59169.24509260012,19.860245,0.1566681,1,001255.59+014750.9
ztf,59171.19329860015,19.35734,0.21465206,2,001255.59+014750.9
ztf,59173.216898099985,19.401947,0.20590675,2,001255.59+014750.9
ztf,59188.18518520007,19.833319,0.16917422,1,001255.59+014750.9
ztf,59188.24042819999,19.564548,0.216419,2,001255.59+014750.9
ztf,59190.15451390017,19.60126,0.1963038,2,001255.59+014750.9
ztf,59193.16976850014,19.848888,0.147586,1,001255.59+014750.9
ztf,59195.20197919989,19.473045,0.19348004,2,001255.59+014750.9
ztf,59199.14005789999,19.850489,0.251411,2,001255.59+014750.9
ztf,59199.170289400034,19.898386,0.18567427,1,001255.59+014750.9
ztf,59202.13125000009,19.512497,0.17073627,2,001255.59+014750.9
ztf,59202.17069440009,20.16014,0.16134897,1,001255.59+014750.9
ztf,59211.11078700004,20.23217,0.187209,1,001255.59+014750.9
ztf,59216.1332291998,19.977865,0.13594791,1,001255.59+014750.9
ztf,59218.12518520001,20.094831,0.12028476,1,001255.59+014750.9
ztf,59218.13046299992,19.741749,0.15644416,2,001255.59+014750.9
ztf,59385.43113429984,19.866367,0.17009585,1,001255.59+014750.9
ztf,59390.45146990009,19.96504,0.225109,1,001255.59+014750.9
ztf,59399.4220718001,19.841255,0.2031359,1,001255.59+014750.9
ztf,59401.43871530006,19.48281,0.15973845,2,001255.59+014750.9
ztf,59403.401979200076,19.826694,0.16717327,1,001255.59+014750.9
ztf,59403.4230324002,19.513912,0.19927254,2,001255.59+014750.9
ztf,59405.4352545999,19.588419,0.14167123,2,001255.59+014750.9
ztf,59405.461678199936,19.988598,0.1549256,1,001255.59+014750.9
ztf,59410.437372699846,19.439415,0.19401789,2,001255.59+014750.9
ztf,59410.46005789982,19.947115,0.16375345,1,001255.59+014750.9
ztf,59414.424351899885,19.993666,0.14820637,1,001255.59+014750.9
ztf,59414.458194400184,19.531425,0.14778838,2,001255.59+014750.9
ztf,59418.4432639,20.02578,0.29496,1,001255.59+014750.9
ztf,59426.418298599776,19.494085,0.19483738,2,001255.59+014750.9
ztf,59428.429004599806,19.864084,0.13873772,1,001255.59+014750.9
ztf,59430.394247699995,19.493368,0.14194152,2,001255.59+014750.9
ztf,59430.42885420006,19.790573,0.13589858,1,001255.59+014750.9
ztf,59435.4189352002,19.835146,0.13915072,1,001255.59+014750.9
ztf,59438.41063660011,19.853907,0.12136888,1,001255.59+014750.9
ztf,59459.33597220015,20.03659,0.1138221,1,001255.59+014750.9
ztf,59459.392523100134,19.524199,0.1617005,2,001255.59+014750.9
ztf,59461.41519680014,19.897947,0.10242005,1,001255.59+014750.9
ztf,59463.31760419998,19.53067,0.14760359,2,001255.59+014750.9
ztf,59463.37271990022,19.829693,0.1268173,1,001255.59+014750.9
ztf,59465.35804399988,19.424896,0.15279,2,001255.59+014750.9
ztf,59465.40282410011,19.917404,0.114498556,1,001255.59+014750.9
ztf,59467.37887729984,19.509186,0.18621217,2,001255.59+014750.9
ztf,59467.42498840019,20.19434,0.10733761,1,001255.59+014750.9
ztf,59472.39365739981,19.569351,0.13796604,2,001255.59+014750.9
ztf,59472.41436340008,20.234531,0.11976091,1,001255.59+014750.9
ztf,59474.363495400175,20.09012,0.20779358,1,001255.59+014750.9
ztf,59476.34896990005,19.851885,0.2069547,2,001255.59+014750.9
ztf,59485.29479169985,20.045086,0.270032,1,001255.59+014750.9
ztf,59488.26677080011,20.134827,0.11098399,1,001255.59+014750.9
ztf,59488.31870369986,19.645124,0.18924373,2,001255.59+014750.9
ztf,59490.34296299983,20.15799,0.13297766,1,001255.59+014750.9
ztf,59497.301400499884,19.652357,0.15356253,2,001255.59+014750.9
ztf,59497.33658559993,20.183857,0.1340011,1,001255.59+014750.9
ztf,59502.378900500014,20.178658,0.1859116,1,001255.59+014750.9
ztf,59504.254814799875,20.944311,0.14165916,1,001255.59+014750.9
ztf,59512.219490699936,20.037798,0.139295,1,001255.59+014750.9
ztf,59520.233402799815,19.696888,0.13846746,2,001255.59+014750.9
ztf,59522.19184029987,19.595537,0.11775648,2,001255.59+014750.9
ztf,59522.260856499895,20.245895,0.09825172,1,001255.59+014750.9
ztf,59524.231921299826,19.639688,0.15302776,2,001255.59+014750.9
ztf,59524.29920140002,20.362364,0.105498135,1,001255.59+014750.9
ztf,59526.229560200125,20.30232,0.09427136,1,001255.59+014750.9
ztf,59526.23721060017,19.687834,0.12812752,2,001255.59+014750.9
ztf,59529.19291670015,19.648623,0.15935269,2,001255.59+014750.9
ztf,59529.261458300054,20.087957,0.19362907,1,001255.59+014750.9
ztf,59531.235625000205,19.581238,0.1804827,2,001255.59+014750.9
ztf,59540.198310200125,19.667074,0.218506,2,001255.59+014750.9
ztf,59550.21228010021,20.247469,0.110992014,1,001255.59+014750.9
ztf,59761.3992130002,100.0,0.12931322,2,001255.59+014750.9
ztf,59763.46037039999,20.047379,0.1327056,1,001255.59+014750.9
ztf,59766.39578700019,19.567091,0.18078096,2,001255.59+014750.9
ztf,59766.43643519981,20.004988,0.12856297,1,001255.59+014750.9
ztf,59770.40900459979,19.990974,0.17299832,1,001255.59+014750.9
ztf,59770.45917819999,20.16658,0.10070452,1,001255.59+014750.9
ztf,59781.40283560008,20.019566,0.258392,1,001255.59+014750.9
ztf,59781.43899310008,20.071337,0.249879,1,001255.59+014750.9
ztf,59783.43524309993,20.20001,0.12083021,1,001255.59+014750.9
ztf,59785.40274310019,19.444958,0.19489639,2,001255.59+014750.9
ztf,59785.44239579979,20.050982,0.14690499,1,001255.59+014750.9
ztf,59787.44167819992,19.923409,0.15202059,1,001255.59+014750.9
ztf,59790.37234950019,19.992188,0.15578736,1,001255.59+014750.9
ztf,59795.39534719987,19.58901,0.18783,2,001255.59+014750.9
ztf,59795.43759260001,20.004642,0.271543,1,001255.59+014750.9
ztf,59798.414236099925,20.057167,0.13890739,1,001255.59+014750.9
ztf,59798.44238429982,19.41306,0.182053,2,001255.59+014750.9
ztf,59801.45740740001,19.34471,0.188056,2,001255.59+014750.9
ztf,59810.36789349979,19.989891,0.15711942,1,001255.59+014750.9
ztf,59810.43346060021,19.523022,0.18137734,2,001255.59+014750.9
ztf,59813.33704859996,20.081768,0.13481787,1,001255.59+014750.9
ztf,59813.387349499855,19.482512,0.15376112,2,001255.59+014750.9
ztf,59815.39564809995,19.412342,0.19723175,2,001255.59+014750.9
ztf,59815.42223379994,20.010113,0.14509043,1,001255.59+014750.9
ztf,59819.399155099876,20.129728,0.1173484,1,001255.59+014750.9
ztf,59819.465474499855,19.413458,0.17769527,2,001255.59+014750.9
ztf,59822.39961809991,19.959415,0.13540746,1,001255.59+014750.9
ztf,59822.4713078998,19.455976,0.227677,2,001255.59+014750.9
ztf,59824.4001042,20.004568,0.1418553,1,001255.59+014750.9
ztf,59826.4282176001,19.35221,0.218763,2,001255.59+014750.9
ztf,59829.39909720002,19.930307,0.13827851,1,001255.59+014750.9
ztf,59829.458159700036,19.386314,0.1844016,2,001255.59+014750.9
ztf,59840.29533560015,19.888405,0.12156173,1,001255.59+014750.9
ztf,59840.389097199775,19.903675,0.16645494,1,001255.59+014750.9
ztf,59842.2962962999,19.830032,0.11536603,1,001255.59+014750.9
ztf,59844.33656249987,19.40858,0.21023194,2,001255.59+014750.9
ztf,59847.26278939983,19.2886,0.306143,2,001255.59+014750.9
ztf,59847.31364580011,19.91123,0.12505117,1,001255.59+014750.9
ztf,59849.2829167,19.845648,0.15160015,1,001255.59+014750.9
ztf,59851.275891200174,19.803629,0.15817979,1,001255.59+014750.9
ztf,59851.29600689979,19.366257,0.20106636,2,001255.59+014750.9
ztf,59854.29606480012,19.387802,0.155017,2,001255.59+014750.9
ztf,59856.25208330015,19.720057,0.14938444,1,001255.59+014750.9
ztf,59870.31819440005,19.691128,0.19529141,1,001255.59+014750.9
ztf,59872.28761570016,19.667646,0.170599,1,001255.59+014750.9
ztf,59874.210706000216,19.660496,0.15904084,1,001255.59+014750.9
ztf,60124.4155323999,19.544014,0.231282,1,001255.59+014750.9
ztf,60124.45280090021,19.392532,0.18225433,2,001255.59+014750.9
ztf,60136.4613541998,19.702599,0.19642878,1,001255.59+014750.9
ztf,60140.412199100014,19.574183,0.2128719,1,001255.59+014750.9
ztf,60142.443460599985,19.333534,0.1966881,2,001255.59+014750.9
ztf,60144.45782409981,19.511278,0.15832424,1,001255.59+014750.9
ztf,60150.420520800166,19.602459,0.19772612,1,001255.59+014750.9
ztf,60150.44468750013,19.240473,0.262443,2,001255.59+014750.9
ztf,60152.46086810017,19.646872,0.18206306,1,001255.59+014750.9
