tid,mjd,magpsf_corr,sigmapsf,fid,source_name
ztf,60055.43605320016,17.007881,0.05474709,1,152942.19+350851.3
ztf,60057.341597199906,16.99828,0.057216734,1,152942.19+350851.3
ztf,60059.366469900124,16.99552,0.048644274,1,152942.19+350851.3
ztf,60059.42760419985,16.932766,0.056520607,2,152942.19+350851.3
ztf,60061.40748840012,16.984533,0.068262294,1,152942.19+350851.3
ztf,60061.453842599876,16.899076,0.05360889,2,152942.19+350851.3
ztf,60063.40335649997,16.902761,0.051888224,2,152942.19+350851.3
ztf,60063.43194440007,16.969904,0.056865133,1,152942.19+350851.3
ztf,60065.41026620008,16.910175,0.049157552,2,152942.19+350851.3
ztf,60072.4373031999,16.9319,0.053304467,1,152942.19+350851.3
ztf,60076.37325230008,16.884634,0.043646872,2,152942.19+350851.3
ztf,60076.393900500145,16.937046,0.05310577,1,152942.19+350851.3
ztf,60078.30280089984,16.879826,0.047672696,2,152942.19+350851.3
ztf,60078.37006939994,16.945318,0.04560925,1,152942.19+350851.3
ztf,60080.2865394,17.00584,0.08699251,1,152942.19+350851.3
ztf,60082.3427893999,16.877438,0.07033254,2,152942.19+350851.3
ztf,60082.393912000116,16.925583,0.059553467,1,152942.19+350851.3
ztf,60084.286909699906,16.814531,0.053851757,2,152942.19+350851.3
ztf,60084.359490700066,16.956947,0.05696254,1,152942.19+350851.3
ztf,60086.29695599992,16.940718,0.05985951,1,152942.19+350851.3
ztf,60086.381284699775,16.870996,0.05346995,2,152942.19+350851.3
ztf,60088.32116900012,16.940111,0.052220542,1,152942.19+350851.3
ztf,60088.36674770014,16.87276,0.05450917,2,152942.19+350851.3
ztf,60091.36795140011,16.868584,0.055757437,2,152942.19+350851.3
ztf,60091.41203700006,16.90391,0.038451325,1,152942.19+350851.3
ztf,60093.3826156999,16.83178,0.038217973,2,152942.19+350851.3
ztf,60093.42400459992,16.926014,0.051015057,1,152942.19+350851.3
ztf,60098.2913079001,16.896734,0.04531112,1,152942.19+350851.3
ztf,60098.37182869995,16.839476,0.053322654,2,152942.19+350851.3
ztf,60100.21599540021,16.879265,0.0522769,1,152942.19+350851.3
ztf,60100.261157399975,16.831444,0.052437916,2,152942.19+350851.3
ztf,60104.27486110013,16.899212,0.054128744,1,152942.19+350851.3
ztf,60104.35122689977,16.837812,0.05406271,2,152942.19+350851.3
ztf,60109.297905100044,16.896633,0.047234446,1,152942.19+350851.3
ztf,60109.32175929984,16.837044,0.041943584,2,152942.19+350851.3
ztf,60111.2801620001,16.8941,0.04695582,1,152942.19+350851.3
